2017-11-15,国泰君安,002353,杰瑞股份,"推荐杰瑞股份公司首次覆盖报告:新时期,新机遇",webcache\20171115\webcache-20180303014135.html,sina,
2017-11-15,光大证券,300498,温氏股份,"   
    投资建议:   
    环保压力下,散养户加速退出,而专业化、规模化养殖户将凭借资金、技术优势迅速扩张,我们建议关注以下公司:牧原股份、雏鹰农牧、温氏股份和正邦科技",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,002157,正邦科技,"   
    投资建议:   
    环保压力下,散养户加速退出,而专业化、规模化养殖户将凭借资金、技术优势迅速扩张,我们建议关注以下公司:牧原股份、雏鹰农牧、温氏股份和正邦科技",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,002477,雏鹰农牧,"   
    投资建议:   
    环保压力下,散养户加速退出,而专业化、规模化养殖户将凭借资金、技术优势迅速扩张,我们建议关注以下公司:牧原股份、雏鹰农牧、温氏股份和正邦科技",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,002714,牧原股份,"   
    投资建议:   
    环保压力下,散养户加速退出,而专业化、规模化养殖户将凭借资金、技术优势迅速扩张,我们建议关注以下公司:牧原股份、雏鹰农牧、温氏股份和正邦科技",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,300498,温氏股份,"   
    投资建议:   
    环保压力下,散养户加速退出,而专业化、规模化养殖户将凭借资金、技术优势迅速扩张,我们建议关注以下公司:牧原股份、雏鹰农牧、温氏股份和正邦科技",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,申万宏源,600019,宝钢股份,"板材需求受环保和季节因素影响更小,价格相对长材走势更强,建议配置板材为主,估值较低的优质钢铁股,推荐汽车、家电板龙头宝钢股份,长材和板材并驾齐驱的马钢股份,吨钢市值较低的新钢股份,有行业整合预期的鞍钢股份,有转型预期的南钢股份",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,申万宏源,600282,南钢股份,"板材需求受环保和季节因素影响更小,价格相对长材走势更强,建议配置板材为主,估值较低的优质钢铁股,推荐汽车、家电板龙头宝钢股份,长材和板材并驾齐驱的马钢股份,吨钢市值较低的新钢股份,有行业整合预期的鞍钢股份,有转型预期的南钢股份",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,申万宏源,600782,新钢股份,"板材需求受环保和季节因素影响更小,价格相对长材走势更强,建议配置板材为主,估值较低的优质钢铁股,推荐汽车、家电板龙头宝钢股份,长材和板材并驾齐驱的马钢股份,吨钢市值较低的新钢股份,有行业整合预期的鞍钢股份,有转型预期的南钢股份",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,申万宏源,600808,马钢股份,"板材需求受环保和季节因素影响更小,价格相对长材走势更强,建议配置板材为主,估值较低的优质钢铁股,推荐汽车、家电板龙头宝钢股份,长材和板材并驾齐驱的马钢股份,吨钢市值较低的新钢股份,有行业整合预期的鞍钢股份,有转型预期的南钢股份",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,申万宏源,000898,鞍钢股份,"板材需求受环保和季节因素影响更小,价格相对长材走势更强,建议配置板材为主,估值较低的优质钢铁股,推荐汽车、家电板龙头宝钢股份,长材和板材并驾齐驱的马钢股份,吨钢市值较低的新钢股份,有行业整合预期的鞍钢股份,有转型预期的南钢股份",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,600056,中国医药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,600129,太极集团,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,601607,上海医药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,603108,润达医疗,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,603658,安图生物,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,000538,云南白药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002422,科伦药业,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002675,东诚药业,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002727,一心堂,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002821,凯莱英,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,300009,安科生物,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,300158,振东制药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,600056,中国医药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,600129,太极集团,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,601607,上海医药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,603108,润达医疗,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,603658,安图生物,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,000538,云南白药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002422,科伦药业,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002675,东诚药业,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002727,一心堂,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,002821,凯莱英,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,300009,安科生物,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,300158,振东制药,"   
    投资建议:1)在各自细分领域中拥有核心地位,同时又具有自主创新能力保障其长期发展能力的企业,建议关注:凯莱英、安图生物、东诚药业、科伦药业、云南白药;2)业绩增长确定性强,业内地位稳固,前期回调较多的公司如:上海医药、中国医药、润达医疗等;3)基本面发生积极变化,后续有望业绩持续走好的公司如:安科生物、一心堂、振东制药、太极集团",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,华金证券,000768,中航飞机,"推荐中航飞机:前三季度增长稳健,持续受益空军建设提速",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,华金证券,000768,中航飞机,"推荐中航飞机:前三季度增长稳健,持续受益空军建设提速",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,华金证券,000768,中航飞机,"推荐中航飞机:前三季度增长稳健,持续受益空军建设提速",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,600987,航民股份,"   
    投资建议:环保去产能利好龙头,推荐航民股份",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,600987,航民股份,"   
    我们看好环保推动行业去产能后龙头市场份额和议价能力的提升,首推印染龙头航民股份,制革龙头兴业科技也将受益,另外涉足染整环节的其它细分领域龙头也有望部分获益",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,002674,兴业科技,"   
    我们看好环保推动行业去产能后龙头市场份额和议价能力的提升,首推印染龙头航民股份,制革龙头兴业科技也将受益,另外涉足染整环节的其它细分领域龙头也有望部分获益",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,光大证券,600987,航民股份,"其中航民股份是国内印染龙头,多年来持续引进先进生产和环保设备,环保标准业内领先,随着环保要求提高、竞争格局优化、上游成本提升,将推动公司提价能力及业绩边际改善",webcache\20171115\webcache-20180303014211.html,sina,
2017-11-15,平安证券,600060,海信电器,"总之,电视企业近几年的盈利状况总体较为艰辛,以海信电器来看,12年至今毛利率和净利率呈下降趋势,特别是自去年面板价格大幅上涨以来,海信电器毛利率(12.6% Q3)和净利率(2.6% Q3)创近五年新低",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,平安证券,600060,海信电器,"建议投资者关注黑电相关企业,如海信电器,TCL等",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,600048,保利地产,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,600340,华夏幸福,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,600383,金地集团,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,601155,新城控股,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,000002,万科A,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,001979,招商蛇口,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,002146,荣盛发展,"开启新投资机会,建议深度关注:1)行业龙头和潜力黑马:万科A 、保利地产、金地集团、华夏幸福、招商蛇口;旭辉控股、新城控股、荣盛发展",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,方正证券,000732,泰禾集团,2)产品领先的开发商:泰禾集团、当代置业和中国金茂,webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,国金证券,000711,京蓝科技,"推荐京蓝科技:高管增持显信心,解禁落地估值筑底",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,国金证券,000711,京蓝科技,"推荐京蓝科技:高管增持显信心,解禁落地估值筑底",webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,光大证券,600612,老凤祥,建议关注:老凤祥、王府井、天虹股份、中百集团和友阿股份,webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,光大证券,600859,王府井,建议关注:老凤祥、王府井、天虹股份、中百集团和友阿股份,webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,光大证券,000759,中百集团,建议关注:老凤祥、王府井、天虹股份、中百集团和友阿股份,webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,光大证券,002277,友阿股份,建议关注:老凤祥、王府井、天虹股份、中百集团和友阿股份,webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,光大证券,002419,天虹股份,建议关注:老凤祥、王府井、天虹股份、中百集团和友阿股份,webcache\20171115\webcache-20180303014212.html,sina,
2017-11-15,国海证券,002511,中顺洁柔,"推荐中顺洁柔调研简报:收入增长提速,销售网络持续拓展",webcache\20171115\webcache-20180303014213.html,sina,
2017-11-15,国海证券,002511,中顺洁柔,"推荐中顺洁柔调研简报:收入增长提速,销售网络持续拓展",webcache\20171115\webcache-20180303014213.html,sina,
2017-11-15,光大证券,600674,川投能源,"分析川、云地区水电企业装机比例及改善空间,建议关注改善空间较大,弃水改善条件较优的雅砻江流域所有企业川投能源、国投电力;基于大渡河流域弃水改善,建议关注国电电力",webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,光大证券,600795,国电电力,"分析川、云地区水电企业装机比例及改善空间,建议关注改善空间较大,弃水改善条件较优的雅砻江流域所有企业川投能源、国投电力;基于大渡河流域弃水改善,建议关注国电电力",webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,光大证券,600886,国投电力,"分析川、云地区水电企业装机比例及改善空间,建议关注改善空间较大,弃水改善条件较优的雅砻江流域所有企业川投能源、国投电力;基于大渡河流域弃水改善,建议关注国电电力",webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,光大证券,000591,太阳能,"   
    投资建议:我们建议持续关注可再生能源发电企业和相关行业,分析三北地区弃风、弃光改善空间,建议关注太阳能(000591),同时建议关注风电、光伏发电运营公司",webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,渤海证券,600352,浙江龙盛,本周股票池推荐:史丹利(002588.SZ)、新宙邦(300037.SZ)、道氏技术(300409.SZ)、浙江龙盛(600352.SH)、三友化工(600409.SH),webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,渤海证券,600409,三友化工,本周股票池推荐:史丹利(002588.SZ)、新宙邦(300037.SZ)、道氏技术(300409.SZ)、浙江龙盛(600352.SH)、三友化工(600409.SH),webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,渤海证券,002588,史丹利,本周股票池推荐:史丹利(002588.SZ)、新宙邦(300037.SZ)、道氏技术(300409.SZ)、浙江龙盛(600352.SH)、三友化工(600409.SH),webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,渤海证券,300037,新宙邦,本周股票池推荐:史丹利(002588.SZ)、新宙邦(300037.SZ)、道氏技术(300409.SZ)、浙江龙盛(600352.SH)、三友化工(600409.SH),webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,渤海证券,300409,道氏技术,本周股票池推荐:史丹利(002588.SZ)、新宙邦(300037.SZ)、道氏技术(300409.SZ)、浙江龙盛(600352.SH)、三友化工(600409.SH),webcache\20171115\webcache-20180303014219.html,sina,
2017-11-15,高华证券,300661,圣邦股份,"我们首次覆盖圣邦股份给予买入评级,12个月目标价格人民币116元,上涨空间25%",webcache\20171115\webcache-20180303014220.html,sina,
2017-11-15,高华证券,300661,圣邦股份,"我们首次覆盖圣邦股份给予买入评级,12个月目标价格人民币116元,上涨空间25%",webcache\20171115\webcache-20180303014220.html,sina,
2017-11-15,高华证券,300661,圣邦股份,"推荐圣邦股份:有望实现长期稳定的盈利增长,首次覆盖评为买入",webcache\20171115\webcache-20180303014220.html,sina,
2017-11-15,高华证券,300661,圣邦股份,"推荐圣邦股份:有望实现长期稳定的盈利增长,首次覆盖评为买入",webcache\20171115\webcache-20180303014220.html,sina,
2017-11-15,高华证券,300661,圣邦股份,"推荐圣邦股份:有望实现长期稳定的盈利增长,首次覆盖评为买入",webcache\20171115\webcache-20180303014220.html,sina,
2017-11-15,光大证券,600585,海螺水泥,"推荐标的:水泥行业海螺水泥、华新水泥等生产过程中能耗更低、环保措施优,且均具备水泥窑协同处置环保业务",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,600801,华新水泥,"推荐标的:水泥行业海螺水泥、华新水泥等生产过程中能耗更低、环保措施优,且均具备水泥窑协同处置环保业务",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,东海证券股份有限公司,300024,机器人,"1-10月份,工业机器人产量同比增长68",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,华金证券,002376,新北洋,"推荐新北洋:非公开发行A股获批,加速物流、金融业务发展",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,华金证券,002376,新北洋,"推荐新北洋:非公开发行A股获批,加速物流、金融业务发展",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,603533,掌阅科技,"(1)A股:上周(2017年11月6日-11月10日),A股教育行业76家公司中62家公司上涨,涨幅前三分别为深康佳A、掌阅科技、武汉凡谷,涨幅分别为+21%、+18%、+10%",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,000016,深康佳A,"(1)A股:上周(2017年11月6日-11月10日),A股教育行业76家公司中62家公司上涨,涨幅前三分别为深康佳A、掌阅科技、武汉凡谷,涨幅分别为+21%、+18%、+10%",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,002194,武汉凡谷,"(1)A股:上周(2017年11月6日-11月10日),A股教育行业76家公司中62家公司上涨,涨幅前三分别为深康佳A、掌阅科技、武汉凡谷,涨幅分别为+21%、+18%、+10%",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,300192,科斯伍德,"90%;科斯伍德以协议转让方式增持龙门教育6,180,000股,持股比例由10",webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,002308,威创股份,我们建议关注细分产业链的优质上市/挂牌公司:(1)K12课外培训行业:好未来、新东方、科斯伍德(并购龙门教育)、高思教育、四季教育、瑞思学科教育、佳一教育;(2)职业教育培训行业:华图教育、达内科技、文化长城(并购翡翠教育)、开元股份、百洋股份(并购火星时代)、传智播客;(3)幼教行业:威创股份、红黄蓝、亿童文教、朗朗教育;(4)toB教育信息化行业:全美在线、新道科技、颂大教育、华腾教育、网龙;(5)toC在线教育行业:新东方网;(6)留学和游学行业:新东方、世纪明德、培诺教育;(7)学历教育行业:枫叶教育、成实外教育、民生教育、宇华教育、新高教集团、博实乐、海亮教育等,webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,002696,百洋股份,我们建议关注细分产业链的优质上市/挂牌公司:(1)K12课外培训行业:好未来、新东方、科斯伍德(并购龙门教育)、高思教育、四季教育、瑞思学科教育、佳一教育;(2)职业教育培训行业:华图教育、达内科技、文化长城(并购翡翠教育)、开元股份、百洋股份(并购火星时代)、传智播客;(3)幼教行业:威创股份、红黄蓝、亿童文教、朗朗教育;(4)toB教育信息化行业:全美在线、新道科技、颂大教育、华腾教育、网龙;(5)toC在线教育行业:新东方网;(6)留学和游学行业:新东方、世纪明德、培诺教育;(7)学历教育行业:枫叶教育、成实外教育、民生教育、宇华教育、新高教集团、博实乐、海亮教育等,webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,300089,文化长城,我们建议关注细分产业链的优质上市/挂牌公司:(1)K12课外培训行业:好未来、新东方、科斯伍德(并购龙门教育)、高思教育、四季教育、瑞思学科教育、佳一教育;(2)职业教育培训行业:华图教育、达内科技、文化长城(并购翡翠教育)、开元股份、百洋股份(并购火星时代)、传智播客;(3)幼教行业:威创股份、红黄蓝、亿童文教、朗朗教育;(4)toB教育信息化行业:全美在线、新道科技、颂大教育、华腾教育、网龙;(5)toC在线教育行业:新东方网;(6)留学和游学行业:新东方、世纪明德、培诺教育;(7)学历教育行业:枫叶教育、成实外教育、民生教育、宇华教育、新高教集团、博实乐、海亮教育等,webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,300192,科斯伍德,我们建议关注细分产业链的优质上市/挂牌公司:(1)K12课外培训行业:好未来、新东方、科斯伍德(并购龙门教育)、高思教育、四季教育、瑞思学科教育、佳一教育;(2)职业教育培训行业:华图教育、达内科技、文化长城(并购翡翠教育)、开元股份、百洋股份(并购火星时代)、传智播客;(3)幼教行业:威创股份、红黄蓝、亿童文教、朗朗教育;(4)toB教育信息化行业:全美在线、新道科技、颂大教育、华腾教育、网龙;(5)toC在线教育行业:新东方网;(6)留学和游学行业:新东方、世纪明德、培诺教育;(7)学历教育行业:枫叶教育、成实外教育、民生教育、宇华教育、新高教集团、博实乐、海亮教育等,webcache\20171115\webcache-20180303014221.html,sina,
2017-11-15,光大证券,300338,开元股份,我们建议关注细分产业链的优质上市/挂牌公司:(1)K12课外培训行业:好未来、新东方、科斯伍德(并购龙门教育)、高思教育、四季教育、瑞思学科教育、佳一教育;(2)职业教育培训行业:华图教育、达内科技、文化长城(并购翡翠教育)、开元股份、百洋股份(并购火星时代)、传智播客;(3)幼教行业:威创股份、红黄蓝、亿童文教、朗朗教育;(4)toB教育信息化行业:全美在线、新道科技、颂大教育、华腾教育、网龙;(5)toC在线教育行业:新东方网;(6)留学和游学行业:新东方、世纪明德、培诺教育;(7)学历教育行业:枫叶教育、成实外教育、民生教育、宇华教育、新高教集团、博实乐、海亮教育等,webcache\20171115\webcache-20180303014221.html,sina,
