2018-01-11,中金公司,601006,大秦铁路,"大秦铁路(601006)Divided yield a safety margin;reform,freight rate hikes likely catalysts-180110",webcache\20180112\webcache-20180302224858.html,51pdf,
2018-01-11,申万宏源,600233,圆通速递,"   
    维持行业观点,推荐快递、铁路、航运、航空等行业;个股方面建议关注吉祥航空、上港集团、韵达股份、建发股份:   
    航运:2017年行业确定性复苏,2019年确定性周期旺季,18年预期需求复苏,行业集中度不断提升,首推集运龙头中远海控;航空:航空供给侧改革长期利好三大航,首选南航、国航,民营航空推荐行业结构较优的吉祥航空;快递:行业增速整体处于高位向下,上市后各家表现已出现分化,首推韵达股份,推荐关注圆通速递,顺丰控股具备长期投资价值",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,601919,中远海控,"   
    维持行业观点,推荐快递、铁路、航运、航空等行业;个股方面建议关注吉祥航空、上港集团、韵达股份、建发股份:   
    航运:2017年行业确定性复苏,2019年确定性周期旺季,18年预期需求复苏,行业集中度不断提升,首推集运龙头中远海控;航空:航空供给侧改革长期利好三大航,首选南航、国航,民营航空推荐行业结构较优的吉祥航空;快递:行业增速整体处于高位向下,上市后各家表现已出现分化,首推韵达股份,推荐关注圆通速递,顺丰控股具备长期投资价值",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,603885,吉祥航空,"   
    维持行业观点,推荐快递、铁路、航运、航空等行业;个股方面建议关注吉祥航空、上港集团、韵达股份、建发股份:   
    航运:2017年行业确定性复苏,2019年确定性周期旺季,18年预期需求复苏,行业集中度不断提升,首推集运龙头中远海控;航空:航空供给侧改革长期利好三大航,首选南航、国航,民营航空推荐行业结构较优的吉祥航空;快递:行业增速整体处于高位向下,上市后各家表现已出现分化,首推韵达股份,推荐关注圆通速递,顺丰控股具备长期投资价值",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,002120,韵达股份,"   
    维持行业观点,推荐快递、铁路、航运、航空等行业;个股方面建议关注吉祥航空、上港集团、韵达股份、建发股份:   
    航运:2017年行业确定性复苏,2019年确定性周期旺季,18年预期需求复苏,行业集中度不断提升,首推集运龙头中远海控;航空:航空供给侧改革长期利好三大航,首选南航、国航,民营航空推荐行业结构较优的吉祥航空;快递:行业增速整体处于高位向下,上市后各家表现已出现分化,首推韵达股份,推荐关注圆通速递,顺丰控股具备长期投资价值",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,002352,顺丰控股,"   
    维持行业观点,推荐快递、铁路、航运、航空等行业;个股方面建议关注吉祥航空、上港集团、韵达股份、建发股份:   
    航运:2017年行业确定性复苏,2019年确定性周期旺季,18年预期需求复苏,行业集中度不断提升,首推集运龙头中远海控;航空:航空供给侧改革长期利好三大航,首选南航、国航,民营航空推荐行业结构较优的吉祥航空;快递:行业增速整体处于高位向下,上市后各家表现已出现分化,首推韵达股份,推荐关注圆通速递,顺丰控股具备长期投资价值",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,601919,中远海控,"标的方面,我们继续看好国内集运龙头中远海控,当前利空出尽只待利好反弹,建议关注收购东方海外落地及3月长协提价谈判催化",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,600018,上港集团,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,600035,楚天高速,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,600153,建发股份,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,600180,瑞茂通,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,600787,中储股份,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,601919,中远海控,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,603885,吉祥航空,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,002120,韵达股份,"   
    个股组合:中远海控(集运周期回暖)/吉祥航空(成长民营航空)建发股份(金砖会议催化)/上港集团(杭州湾大湾区)/中储股份(物流地产)/楚天高速(转型电子)/瑞茂通(受益煤炭回暖)/韵达股份(高增速消化估值)",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,申万宏源,000166,申万宏源,"推荐申万宏源交运一周天地汇:民航提价符合预期,打开航空长期利润空间",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,浙商证券,300121,阳谷华泰,"推荐阳谷华泰业绩预告点评:四季度业绩超预期,环保趋严下有望快速成长",webcache\20180111\webcache-20180303001346.html,sina,
2018-01-11,中银国际,600176,中国巨石,"   
    其他建材重点关注中国巨石和兔宝宝",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002043,兔宝宝,"   
    其他建材重点关注中国巨石和兔宝宝",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600438,通威股份,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,601012,隆基股份,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,601222,林洋能源,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,601877,正泰电器,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,000591,太阳能,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002202,金风科技,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002531,天顺风能,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300129,泰胜风能,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300274,阳光电源,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300393,中来股份,"光伏建议关注通威股份、隆基股份、林洋能源、正泰电器、阳光电源、太阳能、中来股份,风电建议关注金风科技、天顺风能、泰胜风能",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600885,宏发股份,"工控行业需求有望持续恢复,建议关注细分龙头汇川技术、宏发股份",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300124,汇川技术,"工控行业需求有望持续恢复,建议关注细分龙头汇川技术、宏发股份",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600884,杉杉股份,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,603659,璞泰来,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,603799,华友钴业,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002074,国轩高科,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002340,格林美,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002460,赣锋锂业,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002466,天齐锂业,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002709,天赐材料,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002812,创新股份,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300014,亿纬锂能,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300037,新宙邦,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300568,星源材质,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300618,寒锐钴业,"我们中长期看好产业链中游龙头以及上游资源巨头的投资机会,建议关注中游龙头天赐材料、杉杉股份、新宙邦、格林美、璞泰来、创新股份、星源材质、国轩高科、亿纬锂能、尤夫股份,同时建议关注上游资源巨头赣锋锂业、天齐锂业、华友钴业、寒锐钴业",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600312,平高电气,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600406,国电南瑞,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600452,涪陵电力,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600875,东方电气,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,603556,海兴电力,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,000400,许继电气,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002090,金智科技,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300477,合纵科技,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600312,平高电气,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600406,国电南瑞,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600452,涪陵电力,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,600875,东方电气,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,603556,海兴电力,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,000400,许继电气,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,002090,金智科技,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,中银国际,300477,合纵科技,"建议关注业务空间大,或在配网改造、特高压恢复、海外市场等结构性增量中业绩增长确定性较强的标的涪陵电力、国电南瑞、海兴电力、合纵科技、金智科技、许继电气、平高电气,另外建议关注国企改革等外部因素催化下的主题性标的东方电气",webcache\20180111\webcache-20180303001347.html,sina,
2018-01-11,平安证券,300024,机器人," 锂电池生产设备:受市场需求增长和新版动力电池规范条件影响,动力电池扩产潮仍将持续,2017年动力电池新增投资预计仍将保持在千亿元以上,高工产研机器人研究所预测,2017年锂电设备的产值将有望达到190亿元,同比增速超过28%",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,002466,天齐锂业,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300224,正海磁材,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,002466,天齐锂业,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300224,正海磁材,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300450,先导智能,我国锂电设备行业龙头的市场占有率将持续提升;建议关注先导智能、赢合科技等龙头公司,webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300457,赢合科技,我国锂电设备行业龙头的市场占有率将持续提升;建议关注先导智能、赢合科技等龙头公司,webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,600884,杉杉股份,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,002074,国轩高科,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300073,当升科技,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,600884,杉杉股份,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,002074,国轩高科,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300073,当升科技,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,600884,杉杉股份,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,002074,国轩高科,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300073,当升科技,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,002196,方正电机,"年关已过,新能源汽车补贴调整并未落地,产业有望延续17年发展节奏,建议关注技术升级为主线的方正电机、和顺电气",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,平安证券,300141,和顺电气,"年关已过,新能源汽车补贴调整并未落地,产业有望延续17年发展节奏,建议关注技术升级为主线的方正电机、和顺电气",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,安信证券,002831,裕同科技,"推荐裕同科技:预计基本面已过低谷,拟筹划员工持股",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,601009,南京银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,601166,兴业银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,000001,平安银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,002142,宁波银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,601009,南京银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,601166,兴业银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,000001,平安银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,002142,宁波银行,"我们从稳健性角度推荐业绩持续改善,受监管调整压力较小的大行(农行),从成长性角度推荐宁波银行,关注平安银行、兴业银行和南京银行",webcache\20180111\webcache-20180303001351.html,sina,
2018-01-11,中银国际,000681,视觉中国,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002027,分众传媒,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002624,完美世界,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300251,光线传媒,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300459,金科文化,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000681,视觉中国,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002027,分众传媒,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002624,完美世界,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300251,光线传媒,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,300459,金科文化,推荐关注完美世界、金科文化、分众传媒、光线传媒和视觉中国,webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,000681,视觉中国,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
2018-01-11,中银国际,002027,分众传媒,"   
    短期主要推荐关注:完美世界、视觉中国、光线传媒、金科文化、分众传媒",webcache\20180111\webcache-20180303001352.html,sina,
