2017-10-11,长雄证券  ,600570,恒生电子 ,推荐恒生电子:A股入摩专栏                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939278/index.phtml,sina,
2017-10-11,财富证券  ,600887,伊利股份 ,"乳制品行业需求回暖趋势确立,继续推荐大白马伊利股份(600887),其他食品关注克明面业(002661)、好想你(002582)以及汤臣倍健(300146)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,002582,好想你  ,"乳制品行业需求回暖趋势确立,继续推荐大白马伊利股份(600887),其他食品关注克明面业(002661)、好想你(002582)以及汤臣倍健(300146)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,002661,克明面业 ,"乳制品行业需求回暖趋势确立,继续推荐大白马伊利股份(600887),其他食品关注克明面业(002661)、好想你(002582)以及汤臣倍健(300146)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,300146,汤臣倍健 ,"乳制品行业需求回暖趋势确立,继续推荐大白马伊利股份(600887),其他食品关注克明面业(002661)、好想你(002582)以及汤臣倍健(300146)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,600305,恒顺醋业 ,"调味发酵品受益于餐饮行业回暖以及消费升级带来的提价,重点关注恒顺醋业(600305)和中炬高新(600872)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,600872,中炬高新 ,"调味发酵品受益于餐饮行业回暖以及消费升级带来的提价,重点关注恒顺醋业(600305)和中炬高新(600872)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,600305,恒顺醋业 ,"调味发酵品受益于餐饮行业回暖以及消费升级带来的提价,重点关注恒顺醋业(600305)和中炬高新(600872)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,财富证券  ,600872,中炬高新 ,"调味发酵品受益于餐饮行业回暖以及消费升级带来的提价,重点关注恒顺醋业(600305)和中炬高新(600872)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939074/index.phtml,sina,
2017-10-11,中泰证券  ,000596,古井贡酒 ,"基于大量渠道走访,2017年以来,我们再次发布1篇公司深度和多篇公司及徽酒跟踪报告持续推荐古井贡酒,特别是5月份市场担忧管理层换届问题,我们仍旧坚定看好公司,发布报告《市场隐忧解除,二线龙头价值凸显》进行重点推荐,6月股东大会选举尘埃落定后,我们及时发布深度报告《加速管理输出,双名酒战略全面升级》持续推荐"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939070/index.phtml,sina,
2017-10-11,中泰证券  ,000596,古井贡酒 ,"基于大量渠道走访,2017年以来,我们再次发布1篇公司深度和多篇公司及徽酒跟踪报告持续推荐古井贡酒,特别是5月份市场担忧管理层换届问题,我们仍旧坚定看好公司,发布报告《市场隐忧解除,二线龙头价值凸显》进行重点推荐,6月股东大会选举尘埃落定后,我们及时发布深度报告《加速管理输出,双名酒战略全面升级》持续推荐"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939070/index.phtml,sina,
2017-10-11,中泰证券  ,000596,古井贡酒 ,"前言:古井一直是我们二线白酒中的重点推荐标的,在2016年3月和10月发布2篇古井贡酒深度报告对公司进行重点推荐"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939070/index.phtml,sina,
2017-10-11,中泰证券  ,000596,古井贡酒 ,"推荐古井贡酒点评报告:业绩逐步释放,二线滞涨首选品种"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939070/index.phtml,sina,
2017-10-11,天风证券  ,300415,伊之密  ,"推荐伊之密:从国内高端设备普及到出口,三季度利润增长或达225%!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939059/index.phtml,sina,
2017-10-11,天风证券  ,300415,伊之密  ,"推荐伊之密:从国内高端设备普及到出口,三季度利润增长或达225%!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939059/index.phtml,sina,
2017-10-11,中信建投  ,002035,华帝股份 ,"其中,老板电器、华帝股份和浙江美大2017Q3净利润分别预计增长20%~40%、40%~60%和30%~55%,持续看好龙头稳健增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002508,老板电器 ,"其中,老板电器、华帝股份和浙江美大2017Q3净利润分别预计增长20%~40%、40%~60%和30%~55%,持续看好龙头稳健增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002677,浙江美大 ,"其中,老板电器、华帝股份和浙江美大2017Q3净利润分别预计增长20%~40%、40%~60%和30%~55%,持续看好龙头稳健增长"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002508,老板电器 ,"厨电业绩预告增长稳健,看好龙头企业全年表现,重点关注老板电器"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002508,老板电器 ,"厨电业绩预告增长稳健,看好龙头企业全年表现,重点关注老板电器"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,600060,海信电器 ,"
    黑电存在盈利大幅改善预期,Q3或有明确的优化趋势,重点关注TCL集团与海信电器"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000100,TCL集团,"
    黑电存在盈利大幅改善预期,Q3或有明确的优化趋势,重点关注TCL集团与海信电器"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000333,美的集团 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000651,格力电器 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002050,三花智控 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000333,美的集团 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000651,格力电器 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002050,三花智控 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000333,美的集团 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,000651,格力电器 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,中信建投  ,002050,三花智控 ,"我们认为空调行业空间支持龙头维持稳健增长,格局稳定价量提升受益最为明显,继续推荐确定性标的:美的集团、格力电器、三花智控"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939042/index.phtml,sina,
2017-10-11,新时代证券 ,002383,合众思壮 ,"推荐合众思壮事件点评:定自组网业务再下一城,军民融合持续落地"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3939014/index.phtml,sina,
2017-10-11,西南证券  ,600369,西南证券 ,推荐西南证券宏观经济月度数据手册(2017年10月)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938998/index.phtml,sina,
2017-10-11,国信证券  ,601636,旗滨集团 ,"
    估值安全边际高,行业有望进一步超预期,维持“买入”评级旗滨集团自我们16年8月持续推荐以来,玻璃行业运行情况已超出年初市场预期,我们依旧强调后续仍会进一步超预期,关注冬季限产,关注行业冷修"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938995/index.phtml,sina,
2017-10-11,国信证券  ,601636,旗滨集团 ,"
    估值安全边际高,行业有望进一步超预期,维持“买入”评级旗滨集团自我们16年8月持续推荐以来,玻璃行业运行情况已超出年初市场预期,我们依旧强调后续仍会进一步超预期,关注冬季限产,关注行业冷修"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938995/index.phtml,sina,
2017-10-11,国信证券  ,601636,旗滨集团 ,"
    估值安全边际高,行业有望进一步超预期,维持“买入”评级旗滨集团自我们16年8月持续推荐以来,玻璃行业运行情况已超出年初市场预期,我们依旧强调后续仍会进一步超预期,关注冬季限产,关注行业冷修"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938995/index.phtml,sina,
2017-10-11,国信证券  ,601636,旗滨集团 ,"推荐旗滨集团:未来还会更好,买入"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938995/index.phtml,sina,
2017-10-11,国信证券  ,601636,旗滨集团 ,"推荐旗滨集团:未来还会更好,买入"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938995/index.phtml,sina,
2017-10-11,财富证券  ,600276,恒瑞医药 ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
2017-10-11,财富证券  ,600285,羚锐制药 ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
2017-10-11,财富证券  ,600521,华海药业 ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
2017-10-11,财富证券  ,600998,九州通  ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
2017-10-11,财富证券  ,601607,上海医药 ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
2017-10-11,财富证券  ,603368,柳州医药 ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
2017-10-11,财富证券  ,000661,长春高新 ,"(1)继续关注创新药企业,在政策倾斜以及行业大背景转变的情况下,创新药将成为未来重点发展方向,关注恒瑞医药、康弘药业;(2)继续关注制剂出口型企业,制剂出口转内销趋势确定,静待政策红利兑现,推荐华海药业、普利制药;(3)关注细分领域龙头,成长性高,估值合理标的,推荐羚锐制药、长春高新、楚天科技;(4)关注仿制药一致性评价进度,重点关注制剂实力强、重点品种一致性评进度快的标的,关注京新药业、信立泰;(5)“两票制”在各省持续推进,商业龙头受益的长期逻辑不变,关注全国龙头以及区域龙头,推荐上海医药、九州通、柳州医药;关注业绩显著改善,前期超跌标的,推荐楚天科技;(4)持续关注创新药以及制剂出口型龙头企业,推荐恒瑞医药、华海药业"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3938963/index.phtml,sina,
