2017-11-10,新时代证券 ,002415,海康威视 ,"推荐海康威视三季报点评:业绩符合预期,新发布AI Cloud解决行业痛点"                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3979332/index.phtml,sina,
2017-11-10,联讯证券  ,600487,亨通光电 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,600498,烽火通信 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,600522,中天科技 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,000063,中兴通讯 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,002281,光迅科技 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,002792,通宇通讯 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,300098,高新兴  ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,300308,中际旭创 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,300312,邦讯技术 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,联讯证券  ,300548,博创科技 ,推荐组合:光迅科技、中际旭创、博创科技、亨通光电、中天科技、通宇通讯、邦讯技术、中兴通讯、烽火通信、高新兴                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978867/index.phtml,sina,
2017-11-10,中泰证券  ,300122,智飞生物 ,"
    维持智飞生物推荐逻辑:
    (1)代理的默沙东4价HPV疫苗2017年5月22日国内获批,2018年全年顺利销售"                                                                                                                                                                                                                                                                                                                      ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978858/index.phtml,sina,
2017-11-10,中泰证券  ,300122,智飞生物 ,"2017年是疫苗行业的拐点年,核心大品种进入获批周期、2018年将进入放量期,持续看好其中具备大品种优势和强销售能力的企业智飞生物"                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978858/index.phtml,sina,
2017-11-10,中泰证券  ,300122,智飞生物 ,"代理商智飞生物最为受益,分享国内百亿市场"                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978858/index.phtml,sina,
2017-11-10,中泰证券  ,300122,智飞生物 ,"推荐智飞生物:4价HPV疫苗快速获得批签发,提前开始进入销售"                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978858/index.phtml,sina,
2017-11-10,天风证券  ,600711,盛屯矿业 ,"推荐盛屯矿业:投资万国国际矿业,锁定锌精粉优先购买权"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978840/index.phtml,sina,
2017-11-10,方正证券  ,002643,万润股份 ,"推荐万润股份:引进战略投资者,打通OLED材料上下游通道"                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978834/index.phtml,sina,
2017-11-10,东北证券  ,000816,智慧农业 ,"与新天科技合作又能推动物联网技术在农业、水利等领域的发展应用,提升新型智慧农业、智慧水利的智能化水平和科技含量,进一步提升公司的市场占有率,创造更大的商业价值,加速落实公司的战略布局"                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978819/index.phtml,sina,
2017-11-10,东北证券  ,300259,新天科技 ,"与新天科技合作又能推动物联网技术在农业、水利等领域的发展应用,提升新型智慧农业、智慧水利的智能化水平和科技含量,进一步提升公司的市场占有率,创造更大的商业价值,加速落实公司的战略布局"                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978819/index.phtml,sina,
2017-11-10,东北证券  ,000911,南宁糖业 ,"报告期内京蓝沐禾先后中标南宁糖业、巴林右旗、凉城县、邹城市、托克托县、呼伦贝尔项目,9月又中标巨鹿县“田田通”项目,进一步提升公司在河北地区市场竞争力,目前公司在手订单丰厚,业绩增长可期"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978819/index.phtml,sina,
2017-11-10,东北证券  ,300072,三聚环保 ,"公司与三聚环保和国家节水灌溉中心建立合作关系,能够通过技术创新引领企业发展,打造领先的农业节水灌溉服务模式,推动公司绿色农业产业链的建设"                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978819/index.phtml,sina,
2017-11-10,东北证券  ,000711,京蓝科技 ,"推荐京蓝科技:签订战略合作协议,加速落实战略布局"                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978819/index.phtml,sina,
2017-11-10,东北证券  ,000711,京蓝科技 ,"推荐京蓝科技:签订战略合作协议,加速落实战略布局"                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978819/index.phtml,sina,
2017-11-10,川财证券  ,600011,华能国际 ,"我们认为在节能减排大的政策下,火电供给量将持续缩减,“低排放、低煤耗”类机组将因此受益,可继续关注业绩弹性较大的火电企业,相关标的华能国际、华电国际、浙能电力"                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978810/index.phtml,sina,
2017-11-10,川财证券  ,600023,浙能电力 ,"我们认为在节能减排大的政策下,火电供给量将持续缩减,“低排放、低煤耗”类机组将因此受益,可继续关注业绩弹性较大的火电企业,相关标的华能国际、华电国际、浙能电力"                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978810/index.phtml,sina,
2017-11-10,川财证券  ,600027,华电国际 ,"我们认为在节能减排大的政策下,火电供给量将持续缩减,“低排放、低煤耗”类机组将因此受益,可继续关注业绩弹性较大的火电企业,相关标的华能国际、华电国际、浙能电力"                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978810/index.phtml,sina,
2017-11-10,川财证券  ,600011,华能国际 ,"我们认为在节能减排大的政策下,火电供给量将持续缩减,“低排放、低煤耗”类机组将因此受益,可继续关注业绩弹性较大的火电企业,相关标的华能国际、华电国际、浙能电力"                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978810/index.phtml,sina,
2017-11-10,川财证券  ,600023,浙能电力 ,"我们认为在节能减排大的政策下,火电供给量将持续缩减,“低排放、低煤耗”类机组将因此受益,可继续关注业绩弹性较大的火电企业,相关标的华能国际、华电国际、浙能电力"                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978810/index.phtml,sina,
2017-11-10,川财证券  ,600027,华电国际 ,"我们认为在节能减排大的政策下,火电供给量将持续缩减,“低排放、低煤耗”类机组将因此受益,可继续关注业绩弹性较大的火电企业,相关标的华能国际、华电国际、浙能电力"                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978810/index.phtml,sina,
2017-11-10,天风证券  ,002365,永安药业 ,"
    牛磺酸生产需要排污指标的投入,以前环保监管不严,小企业很少在环保上投入,而永安药业作为上市企业在环保投入方面比较规范,随着市场趋严,永安药业在环保上投入进入收获期,彰显出优势"                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978808/index.phtml,sina,
2017-11-10,天风证券  ,600438,通威股份 ,"推荐永安药业:造访通威股份,开拓巨大市场,减持是被动赎回,目前是第二轮起点,继续强烈推荐"                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978808/index.phtml,sina,
2017-11-10,天风证券  ,002365,永安药业 ,"推荐永安药业:造访通威股份,开拓巨大市场,减持是被动赎回,目前是第二轮起点,继续强烈推荐"                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978808/index.phtml,sina,
2017-11-10,天风证券  ,000001,平安银行 ,"
    我们认为,平安银行Fintech 实力突出,零售转型战略执行力强,是具备互联网思维新银行之代表,或将赶超招行,估值提升空间巨大,坚定看好"                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978792/index.phtml,sina,
2017-11-10,天风证券  ,000001,平安银行 ,"
    据平安银行在11 月6 日零售银行专题投资者开放日活动上披露,截至9 月末,信用卡贷款余额2524 亿元,较年初增长39%;新一贷贷款余额1139亿元,较年初增长47%;汽车金融贷款1163 亿元,较年初增长22%"                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978792/index.phtml,sina,
2017-11-10,天风证券  ,000001,平安银行 ,"
    依托Fintech 做风控,零售资产质量向好依托人脸识别、大数据、AI 等最新Fintech 技术,平安银行建立起了市场领先的风控体系,开发了领先的风控模型"                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978792/index.phtml,sina,
2017-11-10,天风证券  ,000001,平安银行 ,"推荐平安银行:Fintech引领零售转型,互联网思维的新银行"                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978792/index.phtml,sina,
2017-11-10,上海证券  ,300410,正业科技 ,"推荐正业科技:智能制造版图日趋完善的大正业,拟定增再扩版图"                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978784/index.phtml,sina,
2017-11-10,兴业经济  ,000061,农产品  ,"
    顺差方面,重点关注中美贸易顺差,未来我国或增加自美农产品、航天航空设备、能源、化工、机械设备进口"                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978771/index.phtml,sina,
2017-11-10,长雄证券  ,600196,复星医药 ,推荐复星医药:受惠并购不断及内地药品改革                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978738/index.phtml,sina,
2017-11-10,华鑫证券  ,600460,士兰微  ," 2) 国产芯片:富瀚微、韦尔股份领涨,催化剂:截至10月31日,25家集成电路板块上市公司全部披露了三季报,其中16家前三季度业绩同比增长,兆易创新、士兰微、国科微等7家公司前三季度业绩增幅超过倍"                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978732/index.phtml,sina,
2017-11-10,华鑫证券  ,603501,韦尔股份 ," 2) 国产芯片:富瀚微、韦尔股份领涨,催化剂:截至10月31日,25家集成电路板块上市公司全部披露了三季报,其中16家前三季度业绩同比增长,兆易创新、士兰微、国科微等7家公司前三季度业绩增幅超过倍"                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978732/index.phtml,sina,
2017-11-10,华鑫证券  ,603986,兆易创新 ," 2) 国产芯片:富瀚微、韦尔股份领涨,催化剂:截至10月31日,25家集成电路板块上市公司全部披露了三季报,其中16家前三季度业绩同比增长,兆易创新、士兰微、国科微等7家公司前三季度业绩增幅超过倍"                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978732/index.phtml,sina,
2017-11-10,华鑫证券  ,300613,富瀚微  ," 2) 国产芯片:富瀚微、韦尔股份领涨,催化剂:截至10月31日,25家集成电路板块上市公司全部披露了三季报,其中16家前三季度业绩同比增长,兆易创新、士兰微、国科微等7家公司前三季度业绩增幅超过倍"                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978732/index.phtml,sina,
2017-11-10,华鑫证券  ,300672,国科微  ," 2) 国产芯片:富瀚微、韦尔股份领涨,催化剂:截至10月31日,25家集成电路板块上市公司全部披露了三季报,其中16家前三季度业绩同比增长,兆易创新、士兰微、国科微等7家公司前三季度业绩增幅超过倍"                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978732/index.phtml,sina,
2017-11-10,中原证券  ,600060,海信电器 ,"推荐海信电器季报点评:单季收入破百亿,成本端压力有望减轻"                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978655/index.phtml,sina,
2017-11-10,华金证券  ,601929,吉视传媒 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,601999,出版传媒 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000607,华媒控股 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000673,当代东方 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000892,欢瑞世纪 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,300364,中文在线 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,601929,吉视传媒 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,601999,出版传媒 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000607,华媒控股 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000673,当代东方 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000892,欢瑞世纪 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,300364,中文在线 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,601929,吉视传媒 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,601999,出版传媒 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000607,华媒控股 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000673,当代东方 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
2017-11-10,华金证券  ,000892,欢瑞世纪 ,"6亿元公司重要公告:欢瑞世纪:对外投资设立子公司&总裁宋成增持公司股票;中文在线:签署《青岛市政店和社会资本合作(PPP)基金框架协议》;吉视传媒:
    2017年第三季度主要经营数据公告;当代东方:公司收购北京恒大完信科技股权并增资;出版传媒:所属子公司对外投资;华媒控股:收购浙江丐文教育股权投资建议:我们统计了行业公司Q3业绩预告不Q3季报的巣异,超预期子行业主要来自于游戏、营销不数字阅读版块,未来行业更多关注绅分板块增速高、龙头效应、以及内生增长明显的公司"                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3978637/index.phtml,sina,
