2017-11-01,信达证券      ,601899,紫金矿业 ,"推荐紫金矿业:财务费用增加拖累业绩,海外矿山即将发力"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966617/index.phtml,sina,
2017-11-01,国金证券      ,000333,美的集团 ,"推荐美的集团:业绩加速成长,龙头优势凸显"                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966115/index.phtml,sina,
2017-11-01,川财证券      ,600071,凤凰光学 ,"(semi大半导体产业网)
    公司公告
    GQY视讯(300076)与关联方宁波数云投资合伙企业共同出资3000万元设立AR可视化软件及服务有限公司;凤凰光学(600071)2017年1-9月营业收入为5.68亿元,同比增长4.8%;归属于上市公司股东净利润-3545万元,同比增长27.07%;安洁科技(002635)2017年1-9月营业收入为16.6亿元,同比增长23.25%;归属于上市公司股东净利润3.42亿元,同比增长28.75%"                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966113/index.phtml,sina,
2017-11-01,川财证券      ,002635,安洁科技 ,"(semi大半导体产业网)
    公司公告
    GQY视讯(300076)与关联方宁波数云投资合伙企业共同出资3000万元设立AR可视化软件及服务有限公司;凤凰光学(600071)2017年1-9月营业收入为5.68亿元,同比增长4.8%;归属于上市公司股东净利润-3545万元,同比增长27.07%;安洁科技(002635)2017年1-9月营业收入为16.6亿元,同比增长23.25%;归属于上市公司股东净利润3.42亿元,同比增长28.75%"                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966113/index.phtml,sina,
2017-11-01,川财证券      ,300076,GQY视讯,"(semi大半导体产业网)
    公司公告
    GQY视讯(300076)与关联方宁波数云投资合伙企业共同出资3000万元设立AR可视化软件及服务有限公司;凤凰光学(600071)2017年1-9月营业收入为5.68亿元,同比增长4.8%;归属于上市公司股东净利润-3545万元,同比增长27.07%;安洁科技(002635)2017年1-9月营业收入为16.6亿元,同比增长23.25%;归属于上市公司股东净利润3.42亿元,同比增长28.75%"                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966113/index.phtml,sina,
2017-11-01,中泰证券      ,300426,唐德影视 ,"我们认为,唐德影视在头部及精品内容创作领域已有现象级作品证明实力,同时公司拥有头部内容储备,未来仍将受益于头部内容价值溢价"                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966111/index.phtml,sina,
2017-11-01,中泰证券      ,300426,唐德影视 ,"推荐唐德影视:头部内容贡献业绩,发债定增有望提高资金流动性"                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966111/index.phtml,sina,
2017-11-01,中银国际      ,601222,林洋能源 ,"推荐林洋能源:三季报业绩持续高增长,N型单晶量产是新看点"                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966109/index.phtml,sina,
2017-11-01,中银国际      ,601222,林洋能源 ,"推荐林洋能源:三季报业绩持续高增长,N型单晶量产是新看点"                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966109/index.phtml,sina,
2017-11-01,财富证券      ,601668,中国建筑 ,"公司是中国领先的建筑防水系统综合服务商,经过20余年的发展,目前已成为中国建筑防水行业的龙头企业"                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966107/index.phtml,sina,
2017-11-01,财富证券      ,002271,东方雨虹 ,"推荐东方雨虹:营收持续高增长,毛利率有所下滑"                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966107/index.phtml,sina,
2017-11-01,财富证券      ,002271,东方雨虹 ,"推荐东方雨虹:营收持续高增长,毛利率有所下滑"                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966107/index.phtml,sina,
2017-11-01,中泰证券      ,002027,分众传媒 ,"推荐分众传媒:扣非净利高增长,点位扩张及金融有望发力"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966105/index.phtml,sina,
2017-11-01,中泰证券      ,002027,分众传媒 ,"推荐分众传媒:扣非净利高增长,点位扩张及金融有望发力"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966105/index.phtml,sina,
2017-11-01,中信建投      ,000001,平安银行 ,"
    3、上周推荐的每周一股:平安银行,上涨0"                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966103/index.phtml,sina,
2017-11-01,中信建投      ,000001,平安银行 ,"
    3、上周推荐的每周一股:平安银行,上涨0"                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966103/index.phtml,sina,
2017-11-01,东兴证券      ,603599,广信股份 ,推荐广信股份三季度财报点评:主要产品量价齐升                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966101/index.phtml,sina,
2017-11-01,光大证券      ,600188,兖州煤业 ,"推荐兖州煤业:在建矿井陆续投产,公司进入收获期"                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966099/index.phtml,sina,
2017-11-01,中泰证券      ,601166,兴业银行 ,"我们9月底开始推荐兴业银行的稳健收益,逻辑是预计兴业3季报净息差会改善"                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966097/index.phtml,sina,
2017-11-01,中泰证券      ,601166,兴业银行 ,"推荐兴业银行2017年三季报点评:净息差修复,估值安全边际高"                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966097/index.phtml,sina,
2017-11-01,国海证券      ,601222,林洋能源 ,"推荐林洋能源事件点评:分布式光伏运营龙头业绩高增长,N型双面量产提升核心竞争力"                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966096/index.phtml,sina,
2017-11-01,国海证券      ,601222,林洋能源 ,"推荐林洋能源事件点评:分布式光伏运营龙头业绩高增长,N型双面量产提升核心竞争力"                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966096/index.phtml,sina,
2017-11-01,中银国际      ,300068,南都电源 ,"推荐南都电源:业绩略超预告上限,储能项目再获订单"                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966093/index.phtml,sina,
2017-11-01,申万宏源      ,603066,音飞储存 ,"推荐音飞储存:前三季度利润增长6.81%,仓储运营逐步落地促发展"                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966089/index.phtml,sina,
2017-11-01,申万宏源      ,603066,音飞储存 ,"推荐音飞储存:前三季度利润增长6.81%,仓储运营逐步落地促发展"                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966089/index.phtml,sina,
2017-11-01,长城证券      ,300618,寒锐钴业 ,"三季度业绩再超市场预期业绩同比增长约7倍:寒锐钴业2017年10月28日发布公告,公司三季度实现营业收入4"                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966085/index.phtml,sina,
2017-11-01,长城证券      ,300618,寒锐钴业 ,"推荐寒锐钴业公司动态点评:产品量价齐升,三季报再超预期"                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966085/index.phtml,sina,
2017-11-01,中银国际      ,600089,特变电工 ,推荐特变电工:前三季度业绩稳增长                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966083/index.phtml,sina,
2017-11-01,中银国际      ,600089,特变电工 ,推荐特变电工:前三季度业绩稳增长                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966083/index.phtml,sina,
2017-11-01,东兴证券      ,600884,杉杉股份 ,"推荐杉杉股份2017年三季报点评:正极材料利润大增,专注立足新能源主业"                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966079/index.phtml,sina,
2017-11-01,东莞证券      ,600754,锦江股份 ,推荐锦江股份2017年三季报点评:Q3期间费用率下降净利快增业绩符合预期                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966075/index.phtml,sina,
2017-11-01,申万宏源      ,002308,威创股份 ,"推荐威创股份:三季报符合预期,完成定增助力幼教龙头二次腾飞"                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966073/index.phtml,sina,
2017-11-01,新时代证券     ,600588,用友网络 ,"推荐用友网络2017年三季报点评:前三季度亏损同比减少26.7%,云和金融业务增速高"                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966071/index.phtml,sina,
2017-11-01,中银国际      ,002372,伟星新材 ,"推荐伟星新材:收入上升加速,毛利率持续提高"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966069/index.phtml,sina,
2017-11-01,中银国际      ,002372,伟星新材 ,"推荐伟星新材:收入上升加速,毛利率持续提高"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966069/index.phtml,sina,
2017-11-01,光大证券      ,600984,建设机械 ,"国防与军队建设机械化、信息化建设加速, 军用市场迎来黄金建设期"                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966067/index.phtml,sina,
2017-11-01,光大证券      ,000070,特发信息 ,"推荐特发信息:三季报业绩符合预期,军民两翼助力长期成长"                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966067/index.phtml,sina,
2017-11-01,浙商证券      ,300121,阳谷华泰 ,"推荐阳谷华泰三季报点评:三季度业绩略低预期,四季度有望大幅向好"                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966065/index.phtml,sina,
2017-11-01,申万宏源      ,002431,棕榈股份 ,"推荐棕榈股份:转型升级卓有成效,员工持股激发活力"                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966063/index.phtml,sina,
2017-11-01,光大证券      ,603337,杰克股份 ,"推荐杰克股份:业绩持续稳健增长,单季度创历史新高"                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966059/index.phtml,sina,
2017-11-01,光大证券      ,603337,杰克股份 ,"推荐杰克股份:业绩持续稳健增长,单季度创历史新高"                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966059/index.phtml,sina,
2017-11-01,国金证券      ,000651,格力电器 ,"保守估计18年空调内销5%-10%增长,格力电器作为行业龙头可以通过抢占市场份额+产品结构优化较为顺利达到15%左右的营收增长"                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966055/index.phtml,sina,
2017-11-01,国金证券      ,601628,中国人寿 ,"05%;(3)中国人寿保险增持778万股,增持比例达到+0"                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966055/index.phtml,sina,
2017-11-01,国金证券      ,000651,格力电器 ,13%;QFII以及保险等长期价值投资者的增持是对格力电器长期投资价值的充分肯定                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966055/index.phtml,sina,
2017-11-01,国金证券      ,000651,格力电器 ,"推荐格力电器:净利率逆势上扬,预收款同比大增"                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966055/index.phtml,sina,
2017-11-01,西南证券      ,000598,兴蓉环境 ,"推荐兴蓉环境:主营业务增速良好,郫县资产整合开始落地"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966053/index.phtml,sina,
2017-11-01,广发证券      ,600031,三一重工 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,601100,恒立液压 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,601717,郑煤机  ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,603337,杰克股份 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,603338,浙江鼎力 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,603638,艾迪精密 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,603686,龙马环卫 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,000039,中集集团 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,002833,弘亚数控 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,300415,伊之密  ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,300461,田中精机 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,300545,联得装备 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,广发证券      ,300567,精测电子 ,"
    近期推荐组合:三一重工、中集集团、恒立液压、艾迪精密、郑煤机、龙马环卫、浙江鼎力、弘亚数控、精测电子、联得装备、田中精机、杰克股份、伊之密"                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966051/index.phtml,sina,
2017-11-01,申万宏源      ,300145,中金环境 ,"推荐中金环境:内生外延不断估值优势明显,重申买入评级"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966045/index.phtml,sina,
2017-11-01,申万宏源      ,300145,中金环境 ,"推荐中金环境:内生外延不断估值优势明显,重申买入评级"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966045/index.phtml,sina,
2017-11-01,申万宏源      ,300145,中金环境 ,"推荐中金环境:内生外延不断估值优势明显,重申买入评级"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966045/index.phtml,sina,
2017-11-01,太平洋证券     ,601318,中国平安 ,"
    投资建议:中国平安业务量价齐升,新产品提前布局,代理人队伍蓄势待发,明年业务和价值有望继续高增长,科技金融布局显成效,未来潜力巨大,看好公司成长和发展,维持“买入”"                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966043/index.phtml,sina,
2017-11-01,太平洋证券     ,601318,中国平安 ,"
    投资建议:中国平安业务量价齐升,新产品提前布局,代理人队伍蓄势待发,明年业务和价值有望继续高增长,科技金融布局显成效,未来潜力巨大,看好公司成长和发展,维持“买入”"                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966043/index.phtml,sina,
2017-11-01,太平洋证券     ,601318,中国平安 ,"推荐中国平安:队伍规模产能双提升,新单价值超去年全年"                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966043/index.phtml,sina,
2017-11-01,川财证券      ,000839,中信国安 ,"
    市场表现
    沪深300指数上涨2.42%,传媒指数下跌0.08%;从板块内部来看,整合营销为涨幅最大板块,涨幅为0.98%,互联网跌幅最大,为0.72%,从公司来看,涨幅前三上市公司分别为中信国安(+6.07%)、恺英网络(+5.50%)以及华策影视(+4.55%),跌幅前三上市公司分别为昆仑万维(-14.26%)、联络互动(-9.17%)以及三六五网(-8.60%)"                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966041/index.phtml,sina,
2017-11-01,川财证券      ,002280,联络互动 ,"
    市场表现
    沪深300指数上涨2.42%,传媒指数下跌0.08%;从板块内部来看,整合营销为涨幅最大板块,涨幅为0.98%,互联网跌幅最大,为0.72%,从公司来看,涨幅前三上市公司分别为中信国安(+6.07%)、恺英网络(+5.50%)以及华策影视(+4.55%),跌幅前三上市公司分别为昆仑万维(-14.26%)、联络互动(-9.17%)以及三六五网(-8.60%)"                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966041/index.phtml,sina,
2017-11-01,川财证券      ,002517,恺英网络 ,"
    市场表现
    沪深300指数上涨2.42%,传媒指数下跌0.08%;从板块内部来看,整合营销为涨幅最大板块,涨幅为0.98%,互联网跌幅最大,为0.72%,从公司来看,涨幅前三上市公司分别为中信国安(+6.07%)、恺英网络(+5.50%)以及华策影视(+4.55%),跌幅前三上市公司分别为昆仑万维(-14.26%)、联络互动(-9.17%)以及三六五网(-8.60%)"                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966041/index.phtml,sina,
2017-11-01,川财证券      ,300133,华策影视 ,"
    市场表现
    沪深300指数上涨2.42%,传媒指数下跌0.08%;从板块内部来看,整合营销为涨幅最大板块,涨幅为0.98%,互联网跌幅最大,为0.72%,从公司来看,涨幅前三上市公司分别为中信国安(+6.07%)、恺英网络(+5.50%)以及华策影视(+4.55%),跌幅前三上市公司分别为昆仑万维(-14.26%)、联络互动(-9.17%)以及三六五网(-8.60%)"                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966041/index.phtml,sina,
2017-11-01,川财证券      ,300295,三六五网 ,"
    市场表现
    沪深300指数上涨2.42%,传媒指数下跌0.08%;从板块内部来看,整合营销为涨幅最大板块,涨幅为0.98%,互联网跌幅最大,为0.72%,从公司来看,涨幅前三上市公司分别为中信国安(+6.07%)、恺英网络(+5.50%)以及华策影视(+4.55%),跌幅前三上市公司分别为昆仑万维(-14.26%)、联络互动(-9.17%)以及三六五网(-8.60%)"                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966041/index.phtml,sina,
2017-11-01,川财证券      ,300418,昆仑万维 ,"
    市场表现
    沪深300指数上涨2.42%,传媒指数下跌0.08%;从板块内部来看,整合营销为涨幅最大板块,涨幅为0.98%,互联网跌幅最大,为0.72%,从公司来看,涨幅前三上市公司分别为中信国安(+6.07%)、恺英网络(+5.50%)以及华策影视(+4.55%),跌幅前三上市公司分别为昆仑万维(-14.26%)、联络互动(-9.17%)以及三六五网(-8.60%)"                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966041/index.phtml,sina,
2017-11-01,东吴证券      ,601100,恒立液压 ,"推荐恒立液压:三季报超预期,规模效应显著"                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966039/index.phtml,sina,
2017-11-01,太平洋证券     ,300395,菲利华  ,"推荐菲利华:下游需求复苏,业绩增长加速在即"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966037/index.phtml,sina,
2017-11-01,太平洋证券     ,300395,菲利华  ,"推荐菲利华:下游需求复苏,业绩增长加速在即"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966037/index.phtml,sina,
2017-11-01,太平洋证券     ,300395,菲利华  ,"推荐菲利华:下游需求复苏,业绩增长加速在即"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966037/index.phtml,sina,
2017-11-01,安信证券      ,603311,金海环境 ,"推荐金海环境:受益下游空调热销,Q3业绩兑现"                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966035/index.phtml,sina,
2017-11-01,安信证券      ,603311,金海环境 ,"推荐金海环境:受益下游空调热销,Q3业绩兑现"                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966035/index.phtml,sina,
2017-11-01,安信证券      ,601200,上海环境 ,"推荐上海环境:三季度业绩增速环比回落,期待2+4平台持续打造"                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3966033/index.phtml,sina,
