2017-11-07,方正证券  ,000711,京蓝科技 ,"与京蓝科技签订战略合作协议,进一步绑定大客户,新业务智慧农业节水有望实现快速增长:京蓝科技是我国领先的智慧节水解决方案供应商和运营服务商,且其下属公司已中标多个智慧节水灌溉PPP 项目"                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973869/index.phtml,sina,
2017-11-07,平安证券  ,002439,启明星辰 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,300170,汉得信息 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,300182,捷成股份 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,300188,美亚柏科 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,603660,苏州科达 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,002230,科大讯飞 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,002439,启明星辰 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,300170,汉得信息 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,300182,捷成股份 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,平安证券  ,300188,美亚柏科 ,"对于具体投资标的,我们推荐关注启明星辰、汉得信息、苏州科达、捷成股份、美亚柏科、科大讯飞"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973402/index.phtml,sina,
2017-11-07,安信证券  ,002192,融捷股份 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002460,赣锋锂业 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002466,天齐锂业 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002192,融捷股份 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002460,赣锋锂业 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002466,天齐锂业 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002192,融捷股份 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002460,赣锋锂业 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002466,天齐锂业 ,"考虑到盐湖提锂真正放量在2017、2018年较难出现,相关标的难有持续的业绩支撑,而矿石提锂龙头标的受益于碳酸锂价格持续上涨,业绩支撑扎实,预计2018年基本在25x以内,而且外延预期仍很强劲,前期回调使得估值吸引力提升,建议关注赣锋锂业、天齐锂业、融捷股份等标的"                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,600499,科达洁能 ,"同时,我们还需要重点关注的是,盐湖提锂虽然短期难以兑现业绩,但是如果能够解决关键瓶颈,比如蓝科股份的股权问题、电池级碳酸锂放量和下游接受度等问题,比如藏格控股电池级碳酸锂产能放量和下游客户接受度等,考虑到盐湖提锂巨大的成本优势和放量潜能,以及钾肥业务逐步周期回暖,远期估值的提升有坚实基础,建议持续关注科达洁能、盐湖股份、藏格控股等标的"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,000408,藏格控股 ,"同时,我们还需要重点关注的是,盐湖提锂虽然短期难以兑现业绩,但是如果能够解决关键瓶颈,比如蓝科股份的股权问题、电池级碳酸锂放量和下游接受度等问题,比如藏格控股电池级碳酸锂产能放量和下游客户接受度等,考虑到盐湖提锂巨大的成本优势和放量潜能,以及钾肥业务逐步周期回暖,远期估值的提升有坚实基础,建议持续关注科达洁能、盐湖股份、藏格控股等标的"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,000792,盐湖股份 ,"同时,我们还需要重点关注的是,盐湖提锂虽然短期难以兑现业绩,但是如果能够解决关键瓶颈,比如蓝科股份的股权问题、电池级碳酸锂放量和下游接受度等问题,比如藏格控股电池级碳酸锂产能放量和下游客户接受度等,考虑到盐湖提锂巨大的成本优势和放量潜能,以及钾肥业务逐步周期回暖,远期估值的提升有坚实基础,建议持续关注科达洁能、盐湖股份、藏格控股等标的"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,600499,科达洁能 ,"同时,我们还需要重点关注的是,盐湖提锂虽然短期难以兑现业绩,但是如果能够解决关键瓶颈,比如蓝科股份的股权问题、电池级碳酸锂放量和下游接受度等问题,比如藏格控股电池级碳酸锂产能放量和下游客户接受度等,考虑到盐湖提锂巨大的成本优势和放量潜能,以及钾肥业务逐步周期回暖,远期估值的提升有坚实基础,建议持续关注科达洁能、盐湖股份、藏格控股等标的"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,000408,藏格控股 ,"同时,我们还需要重点关注的是,盐湖提锂虽然短期难以兑现业绩,但是如果能够解决关键瓶颈,比如蓝科股份的股权问题、电池级碳酸锂放量和下游接受度等问题,比如藏格控股电池级碳酸锂产能放量和下游客户接受度等,考虑到盐湖提锂巨大的成本优势和放量潜能,以及钾肥业务逐步周期回暖,远期估值的提升有坚实基础,建议持续关注科达洁能、盐湖股份、藏格控股等标的"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,000792,盐湖股份 ,"同时,我们还需要重点关注的是,盐湖提锂虽然短期难以兑现业绩,但是如果能够解决关键瓶颈,比如蓝科股份的股权问题、电池级碳酸锂放量和下游接受度等问题,比如藏格控股电池级碳酸锂产能放量和下游客户接受度等,考虑到盐湖提锂巨大的成本优势和放量潜能,以及钾肥业务逐步周期回暖,远期估值的提升有坚实基础,建议持续关注科达洁能、盐湖股份、藏格控股等标的"                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,600490,鹏欣资源 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,600499,科达洁能 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,600711,盛屯矿业 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,603799,华友钴业 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,603993,洛阳钼业 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,000408,藏格控股 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,000792,盐湖股份 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002192,融捷股份 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002340,格林美  ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002460,赣锋锂业 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,002466,天齐锂业 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,300221,银禧科技 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,300409,道氏技术 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,安信证券  ,300618,寒锐钴业 ,"钴板块建议关注华友钴业、洛阳钼业、寒锐钴业、格林美、道氏技术、鹏欣资源、盛屯矿业、银禧科技等;锂板块建议关注天齐锂业、赣锋锂业、融捷股份,以及科达洁能、藏格控股、盐湖股份等"                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973400/index.phtml,sina,
2017-11-07,平安证券  ,002466,天齐锂业 ,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,继续看好碳酸锂价格,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材"                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300224,正海磁材 ,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,继续看好碳酸锂价格,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材"                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,002466,天齐锂业 ,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,继续看好碳酸锂价格,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材"                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300224,正海磁材 ,"新能源汽车产量持续增长,长期来看碳酸锂等下游需求巨大,继续看好碳酸锂价格,建议关注锂资源行业龙头天齐锂业及新能源汽车磁材+电驱双轮驱动标的正海磁材"                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300450,先导智能 ,"随着国家对新能源产业的支持力度不断加大,锂电池行业保持快速发展;锂电设备行业龙头的市场占有率将持续提升,建议关注先导智能、赢合科技等龙头公司"                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300457,赢合科技 ,"随着国家对新能源产业的支持力度不断加大,锂电池行业保持快速发展;锂电设备行业龙头的市场占有率将持续提升,建议关注先导智能、赢合科技等龙头公司"                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,600884,杉杉股份 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,002074,国轩高科 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300073,当升科技 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,600884,杉杉股份 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,002074,国轩高科 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300073,当升科技 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,600884,杉杉股份 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,002074,国轩高科 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300073,当升科技 ,"估计动力锂电池仍将处于高增长周期,建议关注Model 3量产带来的硅碳负极应用推广机会,以及钴价上涨、三元渗透加快双重驱动的高镍三元材料量价齐升,看好当升科技、杉杉股份、国轩高科"                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,002196,方正电机 ,"随着目录车型、地补方案的陆续出台,产业的爬坡态势愈发彰显,建议关注方正电机、和顺电气"                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,300141,和顺电气 ,"随着目录车型、地补方案的陆续出台,产业的爬坡态势愈发彰显,建议关注方正电机、和顺电气"                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,600066,宇通客车 ,强烈推荐宇通客车、推荐奥特佳                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,平安证券  ,002239,奥特佳  ,强烈推荐宇通客车、推荐奥特佳                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973398/index.phtml,sina,
2017-11-07,上海证券  ,300338,开元股份 ,"(2)职业教育:(a)开元股份:恒企教育3-9月营收3.66亿元,同比增长51.1%;净利润9468.81万元,同比增长52.46%;经营活动净现金流1.68亿元,同比增长45.23%,保持高速增长态势"                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3973396/index.phtml,sina,
