2017-10-18,信达证券    ,002121,科陆电子 ,"
    建议关注标的:猛狮科技、科陆电子、南都电源、阳光电源、圣阳股份"                                                                                                                                                                                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3949009/index.phtml,sina,
2017-10-18,申万宏源    ,000759,中百集团 ,"
    从上市公司的经营数据来看,超市板块里,永辉超市作为行业龙头三季度继续延续其上半年的高增长态势,而中百集团受益于旗下中江夏中百购物广场的资产转让预计增长达95%,扣除后虽销售增速为-63.56%,但下降幅度逐渐收窄;百货板块里,上市公司收入端依旧延续了上半年增长的走势,第三季度重点覆盖的百货上市公司预计有7家收入增速在20%以上,其中新世界受大丸股权剥离的影响,增速预计高达101%"                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600628,新世界  ,"
    从上市公司的经营数据来看,超市板块里,永辉超市作为行业龙头三季度继续延续其上半年的高增长态势,而中百集团受益于旗下中江夏中百购物广场的资产转让预计增长达95%,扣除后虽销售增速为-63.56%,但下降幅度逐渐收窄;百货板块里,上市公司收入端依旧延续了上半年增长的走势,第三季度重点覆盖的百货上市公司预计有7家收入增速在20%以上,其中新世界受大丸股权剥离的影响,增速预计高达101%"                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,601933,永辉超市 ,"
    从上市公司的经营数据来看,超市板块里,永辉超市作为行业龙头三季度继续延续其上半年的高增长态势,而中百集团受益于旗下中江夏中百购物广场的资产转让预计增长达95%,扣除后虽销售增速为-63.56%,但下降幅度逐渐收窄;百货板块里,上市公司收入端依旧延续了上半年增长的走势,第三季度重点覆盖的百货上市公司预计有7家收入增速在20%以上,其中新世界受大丸股权剥离的影响,增速预计高达101%"                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,000759,中百集团 ,"
    从上市公司的经营数据来看,超市板块里,永辉超市作为行业龙头三季度继续延续其上半年的高增长态势,而中百集团受益于旗下中江夏中百购物广场的资产转让预计增长达95%,扣除后虽销售增速为-63.56%,但下降幅度逐渐收窄;百货板块里,上市公司收入端依旧延续了上半年增长的走势,第三季度重点覆盖的百货上市公司预计有7家收入增速在20%以上,其中新世界受大丸股权剥离的影响,增速预计高达101%"                                                                                                                                                                                                                                            ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,601933,永辉超市 ,"
    持续推荐高确定性超市龙头,推荐永辉超市"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600859,王府井  ,"
    王府井当前PB 只有1.4倍,17年PE 也只有15倍,上半年营收同比增长12.6%,归母净利润同比增长23.17%,业绩增长超预期"                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600631,百联股份 ,"
    重百停牌催热国改预期,建议关注银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600827,百联股份 ,"
    重百停牌催热国改预期,建议关注银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600858,银座股份 ,"
    重百停牌催热国改预期,建议关注银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600859,王府井  ,"
    重百停牌催热国改预期,建议关注银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                              ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600631,百联股份 ,"从主题投资的角度,我们建议投资者重点关注:银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600827,百联股份 ,"从主题投资的角度,我们建议投资者重点关注:银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600858,银座股份 ,"从主题投资的角度,我们建议投资者重点关注:银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600859,王府井  ,"从主题投资的角度,我们建议投资者重点关注:银座股份、百联股份、王府井等"                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,601933,永辉超市 ,"
    在行业未来发展趋势尚未特别明朗的情况下,我们依然继续中长期发展逻辑清晰,中短期业绩能够验证,业绩增长确定性强的标的,持续推荐永辉超市"                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,601933,永辉超市 ,"
    在行业未来发展趋势尚未特别明朗的情况下,我们依然继续中长期发展逻辑清晰,中短期业绩能够验证,业绩增长确定性强的标的,持续推荐永辉超市"                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600859,王府井  ,"
    建议关注低估值个股估值修复机会,推荐王府井、鄂武商"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,申万宏源    ,600859,王府井  ,"
    建议关注低估值个股估值修复机会,推荐王府井、鄂武商"                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948924/index.phtml,sina,
2017-10-18,东北证券    ,600233,圆通速递 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002120,韵达股份 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002352,顺丰控股 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002468,申通快递 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,600233,圆通速递 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002120,韵达股份 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002352,顺丰控股 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002468,申通快递 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,600233,圆通速递 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002120,韵达股份 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002352,顺丰控股 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,东北证券    ,002468,申通快递 ,"
    投资建议:我们认为未来龙头企业将持续受益行业的增长,短期考虑到双十一临近,建议投资者重点关注快递行业交易性机会,首推韵达股份(业绩增长确定性+市占率提升),长期看好顺丰控股(中高端领域绝对龙头+多元布局发力)、圆通速递(战略清晰+业绩回升),关注申通快递(低估值+产业链整合预期)"                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948897/index.phtml,sina,
2017-10-18,川财证券    ,603036,如通股份 ,"股市表现
    2017年10月17日石化板块以上涨为主,涨幅前三的股票分别为如通股份、胜利股份、蓝焰控股,涨幅分别为6"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948890/index.phtml,sina,
2017-10-18,川财证券    ,000407,胜利股份 ,"股市表现
    2017年10月17日石化板块以上涨为主,涨幅前三的股票分别为如通股份、胜利股份、蓝焰控股,涨幅分别为6"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948890/index.phtml,sina,
2017-10-18,川财证券    ,000968,蓝焰控股 ,"股市表现
    2017年10月17日石化板块以上涨为主,涨幅前三的股票分别为如通股份、胜利股份、蓝焰控股,涨幅分别为6"                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948890/index.phtml,sina,
2017-10-18,中信建投    ,603588,高能环境 ,"
    高能环境发布2017年三季报,实现营业收入15.20亿元,同比增长71.19%;实现归母净利润1.29亿元,同比增长71.89%,;
    EPS0.195元/股,ROE6.36%"                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948878/index.phtml,sina,
2017-10-18,中信建投    ,603588,高能环境 ,"推荐高能环境:前三季度业绩同增72%,订单落地加速"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948878/index.phtml,sina,
2017-10-18,中信建投    ,603588,高能环境 ,"推荐高能环境:前三季度业绩同增72%,订单落地加速"                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948878/index.phtml,sina,
2017-10-18,天风证券    ,300308,中际旭创 ,"推荐中际旭创:旭创备考业绩符合预期,抓紧100G窗口持续高增长"                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948872/index.phtml,sina,
2017-10-18,天风证券    ,300308,中际旭创 ,"推荐中际旭创:旭创备考业绩符合预期,抓紧100G窗口持续高增长"                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948872/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"
    公司按照专注制药业务、聚焦内生增长的战略要求,确定了包括“康恩贝”牌肠炎宁系列产品、“金笛”牌复方鱼腥草合剂、“康恩贝”牌麝香通心滴丸产品、“恤彤”牌丹参川芎嗪注射液产品、“前列康”牌普乐安及黄莪等系列产品、“天保宁”牌银杏叶系列产品、“金奥康”牌奥美拉唑系列产品、“金康速力”牌乙酰半胱氨酸及汉防己甲素系列产品、“珍视明”牌滴眼液及眼健康系列产品和“康恩贝”牌三七药酒等10个品牌及相关产品组合作为大品牌大品种工程项目,运用价格调整策略,并在市场营销方面突破营销细节瓶颈+部分品种区域市场转向全国市场以寻求突破与发展,助力工程产品放量增长"                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"
    公司按照专注制药业务、聚焦内生增长的战略要求,确定了包括“康恩贝”牌肠炎宁系列产品、“金笛”牌复方鱼腥草合剂、“康恩贝”牌麝香通心滴丸产品、“恤彤”牌丹参川芎嗪注射液产品、“前列康”牌普乐安及黄莪等系列产品、“天保宁”牌银杏叶系列产品、“金奥康”牌奥美拉唑系列产品、“金康速力”牌乙酰半胱氨酸及汉防己甲素系列产品、“珍视明”牌滴眼液及眼健康系列产品和“康恩贝”牌三七药酒等10个品牌及相关产品组合作为大品牌大品种工程项目,运用价格调整策略,并在市场营销方面突破营销细节瓶颈+部分品种区域市场转向全国市场以寻求突破与发展,助力工程产品放量增长"                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"截至2017年9月29日,控股股东康恩贝集团有限公司已合计增持公司股份1800.95万股"                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"
    2017年前三季度,由于处置珍诚医药不再将其纳入并表范围,营业成本同比下降55.65%;由于公司主导产品销售收入大幅增长,销售费用同比增长36.41%,应交税费期末余额较年初增长109.42%,应收账款期末余额较年初增长71.57%,其他应付账款期末余额比年初余额增长53.74%;由于公司根据有关协议向朱麟先生支付收购贵州拜特公司股权转让追加对价5.99亿元,货币资金期末余额较年初下降43.50%,投资活动现金净流量同比下降197.79%;由于公司加强资金管理,优化借款结构,期末公司银行借款规模较上年同期期末余额下降69.42%,利息支出较上年同期大幅减少,财务费同比下降54.80%;由于公司子公司金华康恩贝公司受托经营管理而纳入合并范围的浙江耐司康药业有限公司报告期内采用银行承兑汇票方式结算的货款增加,应付票据期末余额比年初余额增长271.05%;由于政府补助及会计政策变更,公司营业外收入同比下降93.89%,营业外支出同比下降36.65%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"45%,带动公司业绩高速增长,我们估计,“康恩贝”牌肠炎宁系列产品、“金笛”牌复方鱼腥草合剂、“珍视明”品牌系列产品及“康恩贝”牌三七药酒增幅在60%以上,“金康”牌汉防己甲素片增幅在30%以上"                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"
    2017年6月19日,公司控股股东康恩贝集团基于对公司未来发展的信心,增持公司股份120万股,并计划在未来6个月内,根据公司股票价格波动情况及资本市场整体趋势,累计增持股数不少于1800万股,累计不超过公司已发行总股份的2%"                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"推荐康恩贝:大品牌大品种工程收效甚好,内生增长势头强劲"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,中信建投    ,600572,康恩贝  ,"推荐康恩贝:大品牌大品种工程收效甚好,内生增长势头强劲"                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948860/index.phtml,sina,
2017-10-18,申万宏源    ,000858,五粮液  ,"五粮液,价格站上800元,预计Q3仍能实现20%左右收入增长"                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,000799,酒鬼酒  ,"酒鬼酒Q3业绩预告虽低于前瞻,但我们认为次高端目前更看重收入增速,加速增长趋势将持续到18年"                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,000799,酒鬼酒  ,"酒鬼酒Q3业绩预告虽低于前瞻,但我们认为次高端目前更看重收入增速,加速增长趋势将持续到18年"                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,000895,双汇发展 ,"行业需求整体复苏,龙头更为受益,预计Q3收入增长15-20%,利润增长30%左右,长期看伊利成长性和盈利能力还有提升空间,外延并购更值期待!双汇发展本周调整,我们仍坚持认为Q3环比改善的趋势将确立,盈利端受益猪价同比下降,收入端肉制品销量变化不大,预计Q3利润增长15%左右"                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,000895,双汇发展 ,"行业需求整体复苏,龙头更为受益,预计Q3收入增长15-20%,利润增长30%左右,长期看伊利成长性和盈利能力还有提升空间,外延并购更值期待!双汇发展本周调整,我们仍坚持认为Q3环比改善的趋势将确立,盈利端受益猪价同比下降,收入端肉制品销量变化不大,预计Q3利润增长15%左右"                                                                                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600298,安琪酵母 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600872,中炬高新 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600887,伊利股份 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,000895,双汇发展 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600298,安琪酵母 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600872,中炬高新 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600887,伊利股份 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,000895,双汇发展 ,"大众品需求不断改善,各细分龙头优势凸显,建议关注估值有一定优势的子行业龙头,如伊利股份、双汇发展、中炬高新、安琪酵母等"                                                                                                                                                                                                                                                                                                                                                                                        ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600298,安琪酵母 ,"
    核心推荐:泸州老窖、贵州茅台、五粮液、山西汾酒、水井坊、洋河股份、古井贡酒;伊利股份、双汇发展、中炬高新、安琪酵母"                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
2017-10-18,申万宏源    ,600519,贵州茅台 ,"
    核心推荐:泸州老窖、贵州茅台、五粮液、山西汾酒、水井坊、洋河股份、古井贡酒;伊利股份、双汇发展、中炬高新、安琪酵母"                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3948853/index.phtml,sina,
