2017-11-22,天风证券    ,002626,金达威  ,"成本方面内蒙古金达威在能源、原料、运输等成本优势明显,市占率有望持续提升"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3994249/index.phtml,sina,
2017-11-22,中银国际    ,002472,双环传动 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600104,上汽集团 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600741,华域汽车 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,000887,中鼎股份 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002048,宁波华翔 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002126,银轮股份 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002472,双环传动 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600104,上汽集团 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600741,华域汽车 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,000887,中鼎股份 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002048,宁波华翔 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002126,银轮股份 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002472,双环传动 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600104,上汽集团 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600741,华域汽车 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,000887,中鼎股份 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002048,宁波华翔 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002126,银轮股份 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,002472,双环传动 ,"持续推荐业绩有望持续高增长个股,如受益国产自动变速箱爆发的双环传动,业绩增长持续确定性高的上汽集团、银轮股份、宁波华翔等,此外建议关注华域汽车、中鼎股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中银国际    ,600104,上汽集团 ,"上汽集团自主和合资新车数量众多,有望持续受益新品周期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993861/index.phtml,sina,
2017-11-22,中信建投    ,600138,中青旅  ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600258,首旅酒店 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,002159,三特索道 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,002707,众信旅游 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,300144,宋城演艺 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600138,中青旅  ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600258,首旅酒店 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,002159,三特索道 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,002707,众信旅游 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,300144,宋城演艺 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600138,中青旅  ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600258,首旅酒店 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,002159,三特索道 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,002707,众信旅游 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,300144,宋城演艺 ,"但是海南旅游市场继续保持人气,逐渐入冬后海南旅游热度提升,且受益海南总体规划利好影响,同时明年是海南省建省30周年,我们预计将有新政策出台支持海南发展,建议关注宋城演艺(三亚千古情旅游区+轻资产项目再下一城,业绩继续增厚)、三特索道(猴岛)、中青旅(南山景区);
    2、随着行业景气度的回升,特别是欧洲游增速回升,Q1-Q3增速50%以上,同时随着中韩关系缓和,最近已经有旅行社逐渐上线韩国游产品,明年是中欧旅游年和中加旅游年,我们认为政策利好将进一步促进出境游将全面复苏建议投资者布局出境游龙头众信旅游;
    3、受益于消费升级中端酒店持续火爆,首旅酒店下属如家Q3业绩+60%与Q2业绩增速持平,继续保持高增长,业绩弹性较高"                                                                                                                                                                                                                                          ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600054,黄山旅游 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600706,曲江文旅 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,000610,西安旅游 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,000721,西安饮食 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,000888,峨眉山A ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600054,黄山旅游 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600706,曲江文旅 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,000610,西安旅游 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,000721,西安饮食 ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,000888,峨眉山A ,"
    4、景区优选国企改革预期和高管激励机制改善,推荐:黄山旅游、峨眉山A;随着2019年西安一带一路会议即将临近,西安板块旅游企业将受益,推荐:曲江文旅、西安旅游、西安饮食"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
2017-11-22,中信建投    ,600258,首旅酒店 ,"锦江股份Q3业绩+45%,低于Q2业绩+59%,但是分品牌系列看铂涛Q3业绩+172%,显示出较强复苏趋势,目前中端酒店正值风口,各路资本抢占市场,我们认为传统酒店集团拥有先发优势和较强护城河,推荐:首旅酒店、锦江股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3993847/index.phtml,sina,
