2018-02-12,长江证券,002024,苏宁易购,苏宁易购(002024)拟回购股份实施股权激励，彰显长期发展信心-180212,http://www.51pdf.com.cn/report_gg_p96/,51pdf,
2018-02-12,申万宏源,002531,天顺风能,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,300274,阳光电源,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,600438,通威股份,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,601012,隆基股份,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,601222,林洋能源,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,601877,正泰电器,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,002202,金风科技,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,002531,天顺风能,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,300274,阳光电源,"传统电力设备领域,特高压的密集交付预计于四季度达到尾声,后续电网投资的力度与重点方向仍不明朗;新能源方面,光伏行业进入淡季,产品价格进入短期下跌通道,但龙头扩产与份额提升带来的业绩增长仍较为确定,推荐各环节龙头隆基股份、通威股份、阳光电源、林洋能源、正泰电器;风电板块四季度装机回升已验证景气回升判断,受益低基数效应一季度同比装机与业绩预计景气持续,推荐金风科技与天顺风能",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,600884,杉杉股份,"新能源汽车领域,政策调整缓冲期带来行业装机同比高增速,微观上三元材料高镍化是主要方向,推荐杉杉股份、当升科技",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,申万宏源,300073,当升科技,"新能源汽车领域,政策调整缓冲期带来行业装机同比高增速,微观上三元材料高镍化是主要方向,推荐杉杉股份、当升科技",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096909/index.phtml,sina,
2018-02-12,安信证券,600031,三一重工,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,601100,恒立液压,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,601766,中国中车,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,603111,康尼机电,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,603338,浙江鼎力,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,000039,中集集团,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,002353,杰瑞股份,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,安信证券,300316,晶盛机电,"核心推荐:晶盛机电、中集集团、恒立液压、三一重工、杰瑞股份、中国中车、康尼机电、浙江鼎力   
    上周机械行业下跌6",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096907/index.phtml,sina,
2018-02-12,中泰证券,002009,天奇股份,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,002353,杰瑞股份,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,300349,金卡智能,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,002009,天奇股份,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,002353,杰瑞股份,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,300349,金卡智能,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,002009,天奇股份,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,002353,杰瑞股份,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,300349,金卡智能,"   
    上周报告/交流:工程机械、油气装备与服务、杰瑞股份深度、金卡智能等   
    【工程机械】挖掘机1月销量增长135%好于市场预期,一季度有望实现30%以上增长;【杰瑞股份】深度报告:油服民企龙头--有望再次腾飞;【油气装备与服务】战略重视油服--从主题投资迈向基本面投资;【金卡智能】与德国inotech签订合资合同;引入欧洲领先的燃气表检定技术;【天奇股份】受益废钢破碎生产线设备销量大幅增长,一季度业绩同比增长150%~200%",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600031,三一重工,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600150,中国船舶,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600320,振华重工,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600528,中铁工业,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600582,天地科技,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600583,海油工程,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600761,安徽合力,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,600835,上海机电,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,601100,恒立液压,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,601717,郑煤机,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,601766,中国中车,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,601808,中海油服,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,603111,康尼机电,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,603337,杰克股份,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,603638,艾迪精密,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,000039,中集集团,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,000425,徐工机械,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,000528,柳工,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
2018-02-12,中泰证券,000887,中鼎股份,"核心组合:三一重工、徐工机械、中集集团、杰瑞股份、海油工程;中国中车、晶盛机电、上海机电、天地科技、振华重工  n 重点股池:伊之密、中海油服、金卡智能、天奇股份、恒立液压、艾迪精密、中铁工业、华铁股份、先导智能、北方华创、康尼机电、杰克股份、弘亚数控、郑煤机、中国船舶、安徽合力、中鼎股份、柳工、天沃科技、惠博普、海特高新、威海广泰、豪迈科技   
    核心观点:坚守高端装备“核心资产”;储备高增长、低估值的优质成长股   
    (1)坚守高端装备“核心资产”,聚焦装备制造业具全球竞争力的装备龙头",http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/4096905/index.phtml,sina,
