2017-11-21,东北证券,300024,机器人,推荐行业:自动化行业(系统集成和机器人)+高空作业平台,webcache\20171121\webcache-20180303013316.html,sina,
2017-11-21,太平洋证券,600030,中信证券,本周重点推荐估值便宜的券商标的:中信证券、光大证券,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,601788,光大证券,本周重点推荐估值便宜的券商标的:中信证券、光大证券,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,601318,中国平安,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,601336,新华保险,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,601601,中国太保,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,601628,中国人寿,本周重点推荐:中国平安、新华保险、中国太保、中国人寿,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,600643,爱建集团,本周重点推荐:中航资本、哈投股份、爱建集团、经纬纺机,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,600705,中航资本,本周重点推荐:中航资本、哈投股份、爱建集团、经纬纺机,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,600864,哈投股份,本周重点推荐:中航资本、哈投股份、爱建集团、经纬纺机,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,太平洋证券,000666,经纬纺机,本周重点推荐:中航资本、哈投股份、爱建集团、经纬纺机,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,600031,三一重工,"   
    整体观点:继续看多行业盈利反转,投资机会主要集中在传统制造业盈利修复和战略新兴产业大发展,传统制造业需求端主要来自于更新升级,盈利修复是主线,投资机会主要看个股的市占率上升和资产负债表修复,并看好机械行业优质资产价值重估趋势延续,重点推荐三一重工、中集集团、豪迈科技、杰克股份等细分领域龙头;战略新兴产业投资机会主要集中在半导体设备、锂电设备、3C自动化等",webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,603337,杰克股份,"   
    整体观点:继续看多行业盈利反转,投资机会主要集中在传统制造业盈利修复和战略新兴产业大发展,传统制造业需求端主要来自于更新升级,盈利修复是主线,投资机会主要看个股的市占率上升和资产负债表修复,并看好机械行业优质资产价值重估趋势延续,重点推荐三一重工、中集集团、豪迈科技、杰克股份等细分领域龙头;战略新兴产业投资机会主要集中在半导体设备、锂电设备、3C自动化等",webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,000039,中集集团,"   
    整体观点:继续看多行业盈利反转,投资机会主要集中在传统制造业盈利修复和战略新兴产业大发展,传统制造业需求端主要来自于更新升级,盈利修复是主线,投资机会主要看个股的市占率上升和资产负债表修复,并看好机械行业优质资产价值重估趋势延续,重点推荐三一重工、中集集团、豪迈科技、杰克股份等细分领域龙头;战略新兴产业投资机会主要集中在半导体设备、锂电设备、3C自动化等",webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002595,豪迈科技,"   
    整体观点:继续看多行业盈利反转,投资机会主要集中在传统制造业盈利修复和战略新兴产业大发展,传统制造业需求端主要来自于更新升级,盈利修复是主线,投资机会主要看个股的市占率上升和资产负债表修复,并看好机械行业优质资产价值重估趋势延续,重点推荐三一重工、中集集团、豪迈科技、杰克股份等细分领域龙头;战略新兴产业投资机会主要集中在半导体设备、锂电设备、3C自动化等",webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,603308,应流股份,重点推荐:豪迈科技、美亚光电;受益标的:应流股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002595,豪迈科技,重点推荐:豪迈科技、美亚光电;受益标的:应流股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002690,美亚光电,重点推荐:豪迈科技、美亚光电;受益标的:应流股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,603308,应流股份,重点推荐:豪迈科技、美亚光电;受益标的:应流股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002595,豪迈科技,重点推荐:豪迈科技、美亚光电;受益标的:应流股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002690,美亚光电,重点推荐:豪迈科技、美亚光电;受益标的:应流股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,600031,三一重工,重点推荐:三一重工、徐工机械、浙江鼎力、恒立液压、艾迪精密,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,601100,恒立液压,重点推荐:三一重工、徐工机械、浙江鼎力、恒立液压、艾迪精密,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,603338,浙江鼎力,重点推荐:三一重工、徐工机械、浙江鼎力、恒立液压、艾迪精密,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,603638,艾迪精密,重点推荐:三一重工、徐工机械、浙江鼎力、恒立液压、艾迪精密,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,000425,徐工机械,重点推荐:三一重工、徐工机械、浙江鼎力、恒立液压、艾迪精密,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002353,杰瑞股份,重点推荐:海默科技;受益标的:杰瑞股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,300084,海默科技,重点推荐:海默科技;受益标的:杰瑞股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002353,杰瑞股份,重点推荐:海默科技;受益标的:杰瑞股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,300084,海默科技,重点推荐:海默科技;受益标的:杰瑞股份,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,600031,三一重工,本周重点推荐组合:三一重工(600031)、中集集团(000039)、豪迈科技(002595)、杰克股份(603337)、精测电子(300567),webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,603337,杰克股份,本周重点推荐组合:三一重工(600031)、中集集团(000039)、豪迈科技(002595)、杰克股份(603337)、精测电子(300567),webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,000039,中集集团,本周重点推荐组合:三一重工(600031)、中集集团(000039)、豪迈科技(002595)、杰克股份(603337)、精测电子(300567),webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002595,豪迈科技,本周重点推荐组合:三一重工(600031)、中集集团(000039)、豪迈科技(002595)、杰克股份(603337)、精测电子(300567),webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,300567,精测电子,本周重点推荐组合:三一重工(600031)、中集集团(000039)、豪迈科技(002595)、杰克股份(603337)、精测电子(300567),webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,002371,北方华创,"看好国内第一梯队设备厂商在本轮半导体浪潮中走出来,重点推荐:北方华创、长川科技",webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,300604,长川科技,"看好国内第一梯队设备厂商在本轮半导体浪潮中走出来,重点推荐:北方华创、长川科技",webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,600458,时代新材,重点推荐:众合科技;相关标的:时代新材、永贵电器、鼎汉技术、春晖股份等,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,000925,众合科技,重点推荐:众合科技;相关标的:时代新材、永贵电器、鼎汉技术、春晖股份等,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,300011,鼎汉技术,重点推荐:众合科技;相关标的:时代新材、永贵电器、鼎汉技术、春晖股份等,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国泰君安,300351,永贵电器,重点推荐:众合科技;相关标的:时代新材、永贵电器、鼎汉技术、春晖股份等,webcache\20171121\webcache-20180303013332.html,sina,
2017-11-21,国开证券,600172,黄河旋风,"本次推荐目录中含有SW机械设备板块的公司主要包括永创智能、三丰智能、机器人、黄河旋风、华昌达、华中数控,以上公司智能制造系统解决方案收入规模仍然相对偏低",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,603901,永创智能,"本次推荐目录中含有SW机械设备板块的公司主要包括永创智能、三丰智能、机器人、黄河旋风、华昌达、华中数控,以上公司智能制造系统解决方案收入规模仍然相对偏低",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,300024,机器人,"本次推荐目录中含有SW机械设备板块的公司主要包括永创智能、三丰智能、机器人、黄河旋风、华昌达、华中数控,以上公司智能制造系统解决方案收入规模仍然相对偏低",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,300161,华中数控,"本次推荐目录中含有SW机械设备板块的公司主要包括永创智能、三丰智能、机器人、黄河旋风、华昌达、华中数控,以上公司智能制造系统解决方案收入规模仍然相对偏低",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,300276,三丰智能,"本次推荐目录中含有SW机械设备板块的公司主要包括永创智能、三丰智能、机器人、黄河旋风、华昌达、华中数控,以上公司智能制造系统解决方案收入规模仍然相对偏低",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,300278,华昌达,"本次推荐目录中含有SW机械设备板块的公司主要包括永创智能、三丰智能、机器人、黄河旋风、华昌达、华中数控,以上公司智能制造系统解决方案收入规模仍然相对偏低",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,600172,黄河旋风,"随着我国智能制造进程的有序推进及系统解决方案应用场景的延伸,行业盈利空间有望逐步打开,建议关注机器人、黄河旋风、埃斯顿",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,002747,埃斯顿,"随着我国智能制造进程的有序推进及系统解决方案应用场景的延伸,行业盈利空间有望逐步打开,建议关注机器人、黄河旋风、埃斯顿",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,国开证券,300024,机器人,"随着我国智能制造进程的有序推进及系统解决方案应用场景的延伸,行业盈利空间有望逐步打开,建议关注机器人、黄河旋风、埃斯顿",webcache\20171121\webcache-20180303013333.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"1)国内工业机器人产业规模快速增长,产销两旺",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,002527,新时达,"从销量来看,国产机器人龙头埃夫特预计全年机器人销量将突破3000 台套(去年接近1800 台),新时达、华中数控、广州数控等厂商机器人销量也有明显增长",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"从销量来看,国产机器人龙头埃夫特预计全年机器人销量将突破3000 台套(去年接近1800 台),新时达、华中数控、广州数控等厂商机器人销量也有明显增长",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300161,华中数控,"从销量来看,国产机器人龙头埃夫特预计全年机器人销量将突破3000 台套(去年接近1800 台),新时达、华中数控、广州数控等厂商机器人销量也有明显增长",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,002527,新时达,"从销量来看,国产机器人龙头埃夫特预计全年机器人销量将突破3000 台套(去年接近1800 台),新时达、华中数控、广州数控等厂商机器人销量也有明显增长",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"从销量来看,国产机器人龙头埃夫特预计全年机器人销量将突破3000 台套(去年接近1800 台),新时达、华中数控、广州数控等厂商机器人销量也有明显增长",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300161,华中数控,"从销量来看,国产机器人龙头埃夫特预计全年机器人销量将突破3000 台套(去年接近1800 台),新时达、华中数控、广州数控等厂商机器人销量也有明显增长",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,002747,埃斯顿,"4)我国工业机器人产业发展迅速,拥有自主核心技术、专注研发创新的关键零部件企业有望受益,继续关注在机器人产业链中积极布局的埃斯顿、机器人",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"4)我国工业机器人产业发展迅速,拥有自主核心技术、专注研发创新的关键零部件企业有望受益,继续关注在机器人产业链中积极布局的埃斯顿、机器人",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,002747,埃斯顿,"4)我国工业机器人产业发展迅速,拥有自主核心技术、专注研发创新的关键零部件企业有望受益,继续关注在机器人产业链中积极布局的埃斯顿、机器人",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"4)我国工业机器人产业发展迅速,拥有自主核心技术、专注研发创新的关键零部件企业有望受益,继续关注在机器人产业链中积极布局的埃斯顿、机器人",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"本周行业观点:工业机器人产业持续向好,继续关注核心零部件领域",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"   
    据中国机械工业联合会会长王瑞祥透露,在对工业机器人自主品牌制造企业的调查中,近九成企业上半年新增订单同比增长,其中70%的企业增幅超过20%,结合目前机器人产量增长情况,预计下半年增长态势仍在延续",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"3)工业机器人的主要构成成本中减速器、伺服电机、控制器等关键零部件主要由国外厂商占据优势地位,但国内厂商在政策和需求的驱动下,有望通过自主研发、并购扩张等在机器人关键零部件领域不断突破",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"3)工业机器人的主要构成成本中减速器、伺服电机、控制器等关键零部件主要由国外厂商占据优势地位,但国内厂商在政策和需求的驱动下,有望通过自主研发、并购扩张等在机器人关键零部件领域不断突破",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"推荐机械行业周报:工业机器人产业持续向好,继续关注核心零部件领域",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,宏信证券有限责任公司,300024,机器人,"推荐机械行业周报:工业机器人产业持续向好,继续关注核心零部件领域",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,600297,广汇汽车,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,600491,龙元建设,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,601677,明泰铝业,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,603600,永艺股份,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,000639,西王食品,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,000676,智度股份,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,002048,宁波华翔,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,002433,太安堂,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,002532,新界泵业,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,300642,透景生命,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,600297,广汇汽车,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,600491,龙元建设,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,601677,明泰铝业,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,603600,永艺股份,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,000639,西王食品,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,000676,智度股份,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,002048,宁波华翔,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,002433,太安堂,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,002532,新界泵业,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,300642,透景生命,"   
    本期增发并购受益:(1)保增发带来的投资机会:已过会公司:太安堂、龙元建设等,已获批文公司:明泰铝业、新界泵业等;(2)发行期首日定价:宁波华翔、广汇汽车、西王食品等;本期继续推荐增发并购主题个股:永艺股份(603600)、透景生命(300642)、智度股份(000676)",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,国泰君安,601313,江南嘉捷,"推荐中小盘增发并购双周报:360借壳江南嘉捷,中概股回归重启",webcache\20171121\webcache-20180303013334.html,sina,
2017-11-21,安信证券,600797,浙大网新,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,603019,中科曙光,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,000977,浪潮信息,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,002230,科大讯飞,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,002236,大华股份,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,002362,汉王科技,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,002402,和而泰,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,002415,海康威视,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,300078,思创医惠,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,300479,神思电子,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,300613,富瀚微,"我们坚定看好人工智能这一未来10 年TMT 最强主线,持续推荐科大讯飞、浪潮信息、大华股份、海康威视、富瀚微、中科曙光、思创医惠、浙大网新、和而泰、神思电子、汉王科技等",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,002512,达华智能,"00 元   
    新国都:公司拟将持有的嘉石大岩25%股权以5 亿元的价格转让给大岩科技,股权转让后公司不再持有嘉石大岩股权   
    达华智能:签署境外投资股权协议,交易完成后,公司将获得ASNSatellites Sdn Bhd 公司49%的股权   
    投资建议:近期从国家战略自上而下全面启动实施,到龙头企业在产业层面的加速落地,我们看到人工智能已经明确进入全面大发展的新时代",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,300130,新国都,"00 元   
    新国都:公司拟将持有的嘉石大岩25%股权以5 亿元的价格转让给大岩科技,股权转让后公司不再持有嘉石大岩股权   
    达华智能:签署境外投资股权协议,交易完成后,公司将获得ASNSatellites Sdn Bhd 公司49%的股权   
    投资建议:近期从国家战略自上而下全面启动实施,到龙头企业在产业层面的加速落地,我们看到人工智能已经明确进入全面大发展的新时代",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,安信证券,300462,华铭智能,"此外,我们近期新增重点推荐人工智能优质新标的:人工智能基础数据服务——华铭智能(收购国政通)",webcache\20171121\webcache-20180303013335.html,sina,
2017-11-21,东海证券股份有限公司,601229,上海银行,"   
    上海银行间同业拆放隔夜利率上涨   
    11月20日,上海银行间同业拆放利率SHIBOR隔夜利率为2",webcache\20171121\webcache-20180303013336.html,sina,
2017-11-21,国泰君安,600491,龙元建设,"1)11月8日,江苏出台首份地方规范PPP管理文件,将进一步规范PPP项目;2)据新浪财经,财政部、发改委欲规范PPP 严格控制政府付费类PPP项目;3)近期PPP仍有多重利好:①内蒙古、河南、云南向社会推介247个PPP项目总投资4137亿元②联合国有关机构与我国就PPP达成多项合作③据上交所副总经理刘绍统,PPPABS第二轮已开展;4)我们认为,政策支持PPP模式稳步推进的基调不会改变,且在经历了2016-17年订单持续高增长之后,2018年将是PPP落地之年,板块基本面将保持强劲;4)推荐九九归一组合:东方园林/铁汉生态/龙元建设/中国铁建/中国建筑/山东路桥/美晨科技/美尚生态/苏交科",webcache\20171121\webcache-20180303013336.html,sina,
2017-11-21,国泰君安,601186,中国铁建,"1)11月8日,江苏出台首份地方规范PPP管理文件,将进一步规范PPP项目;2)据新浪财经,财政部、发改委欲规范PPP 严格控制政府付费类PPP项目;3)近期PPP仍有多重利好:①内蒙古、河南、云南向社会推介247个PPP项目总投资4137亿元②联合国有关机构与我国就PPP达成多项合作③据上交所副总经理刘绍统,PPPABS第二轮已开展;4)我们认为,政策支持PPP模式稳步推进的基调不会改变,且在经历了2016-17年订单持续高增长之后,2018年将是PPP落地之年,板块基本面将保持强劲;4)推荐九九归一组合:东方园林/铁汉生态/龙元建设/中国铁建/中国建筑/山东路桥/美晨科技/美尚生态/苏交科",webcache\20171121\webcache-20180303013336.html,sina,
