2017-10-10,西南证券,603866,桃李面包,"推荐桃李面包:三季报略超市场预期,区域扩张持续进行",webcache\20171010\webcache-20180303024642.html,sina,
2017-10-10,长江证券,002508,老板电器,"   
    本周核心观点及投资建议   
    虽然三季度受资金分流等因素影响家电板块有所盘整,但我们认为在市场风险偏好维持低位背景下,业绩增速与估值匹配较好的家电蓝筹仍值得重点关注; 后续随着稳健偏好资金逐步回流,板块中业绩增速确定的白电及厨电龙头表现值得期待,同时乐观预期今年确定性品种估值切换有望提前;维持行业“看好” 评级,坚定看好板块估值重构预期,持续推荐业绩稳健增长、估值具有较强安全边际且有提升预期的格力电器、美的集团及青岛海尔,同时我们坚定看好厨电及家用中央空调行业成长前景,并持续推荐老板电器、华帝股份及海信科龙",webcache\20171010\webcache-20180303024724.html,sina,
2017-10-10,信达证券,600486,扬农化工,推荐扬农化工:化工行业,webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600519,贵州茅台,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600809,山西汾酒,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000568,泸州老窖,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000858,五粮液,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000869,张裕A,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600519,贵州茅台,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600809,山西汾酒,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000568,泸州老窖,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000858,五粮液,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000869,张裕A,"白酒板块(17年高端白酒热度不减,次高端反弹空间大,建议关注贵州茅台、五粮液、泸州老窖、山西汾酒);葡萄酒(品牌建设与单品引入存机会,关注龙头张裕A);乳制品(GDT拍卖价格存上涨预期,有望传导至国内",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600073,上海梅林,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600298,安琪酵母,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600519,贵州茅台,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600809,山西汾酒,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600882,广泽股份,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600887,伊利股份,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603020,爱普股份,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603288,海天味业,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603866,桃李面包,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000568,泸州老窖,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000639,西王食品,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000858,五粮液,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000869,张裕A,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000895,双汇发展,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002507,涪陵榨菜,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002570,贝因美,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002582,好想你,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600073,上海梅林,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600298,安琪酵母,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600519,贵州茅台,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600809,山西汾酒,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600882,广泽股份,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600887,伊利股份,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603020,爱普股份,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603288,海天味业,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603866,桃李面包,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000568,泸州老窖,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000639,西王食品,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000858,五粮液,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000869,张裕A,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000895,双汇发展,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002507,涪陵榨菜,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002570,贝因美,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002582,好想你,"强烈推荐安琪酵母、涪陵榨菜、泸州老窖、贵州茅台、五粮液、海天味业、伊利股份,建议关注山西汾酒、桃李面包、好想你,张裕A、双汇发展、上海梅林,还可关注西王食品、广泽股份、爱普股份以及贝因美的表现",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600073,上海梅林,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600882,广泽股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600887,伊利股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603020,爱普股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603288,海天味业,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000895,双汇发展,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002570,贝因美,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600073,上海梅林,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600882,广泽股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600887,伊利股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603020,爱普股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603288,海天味业,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000895,双汇发展,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002570,贝因美,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600073,上海梅林,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600882,广泽股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,600887,伊利股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603020,爱普股份,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,603288,海天味业,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,000895,双汇发展,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,开源证券,002570,贝因美,"上游牧场、下游龙头伊利股份受益;此外可关注奶酪概念广泽股份、爱普股份以及婴幼儿奶粉注册下国内奶粉领先企业贝因美);肉制品(猪周期持续影响,关注高分红龙头双汇发展,看好牛肉全产业链龙头上海梅林);调味品(关注新品拓展机会以及行业存在并购机遇,关注龙头企业海天味业)",webcache\20171010\webcache-20180303024725.html,sina,
2017-10-10,爱建证券,600999,招商证券,"在监管强调金融回归主业,行业集中度不断提升的背景下,大券商更具配置价值,建议关注华泰证券(601688)、招商证券(600999)、广发证券(000776)",webcache\20171010\webcache-20180303024726.html,sina,
2017-10-10,爱建证券,601688,华泰证券,"在监管强调金融回归主业,行业集中度不断提升的背景下,大券商更具配置价值,建议关注华泰证券(601688)、招商证券(600999)、广发证券(000776)",webcache\20171010\webcache-20180303024726.html,sina,
2017-10-10,爱建证券,000776,广发证券,"在监管强调金融回归主业,行业集中度不断提升的背景下,大券商更具配置价值,建议关注华泰证券(601688)、招商证券(600999)、广发证券(000776)",webcache\20171010\webcache-20180303024726.html,sina,
2017-10-10,信达证券,300200,高盟新材,推荐高盟新材:化工新材料行业,webcache\20171010\webcache-20180303024726.html,sina,
2017-10-10,信达证券,002327,富安娜,"根据wind数据统计,富安娜线上产品销量领先,16年富安娜、罗莱、梦洁的天猫店铺销售额分别为8.26亿元、6.52亿元、0.84亿元,销量分别为182.61万件、171.71万件、59.80万件",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,信达证券,002327,富安娜,"富安娜作为中高端床品的龙头企业,在过去10年里,通过领先的产品开发能力和产品质量在相关消费群体建立了高度的知名度和品牌忠诚度,首当其冲的获得消费升级收益",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,信达证券,002327,富安娜,推荐富安娜:消费行业,webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,天风证券,600420,现代制药,"   
    监管层通过从建立上市药品目录、定期发布药品专利信息、口服药物一致性评价、注射剂再评价、支持生物类似药发展等方面着手,着手提升仿制药的质量和可及性,我们认为,拥有海外制剂出口能力的企业如华海药业、普利制药等以及国内优质的仿制药企业华东医药、现代制药、科伦药业等将从中受益",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,天风证券,600521,华海药业,"   
    监管层通过从建立上市药品目录、定期发布药品专利信息、口服药物一致性评价、注射剂再评价、支持生物类似药发展等方面着手,着手提升仿制药的质量和可及性,我们认为,拥有海外制剂出口能力的企业如华海药业、普利制药等以及国内优质的仿制药企业华东医药、现代制药、科伦药业等将从中受益",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,天风证券,000963,华东医药,"   
    监管层通过从建立上市药品目录、定期发布药品专利信息、口服药物一致性评价、注射剂再评价、支持生物类似药发展等方面着手,着手提升仿制药的质量和可及性,我们认为,拥有海外制剂出口能力的企业如华海药业、普利制药等以及国内优质的仿制药企业华东医药、现代制药、科伦药业等将从中受益",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,天风证券,002422,科伦药业,"   
    监管层通过从建立上市药品目录、定期发布药品专利信息、口服药物一致性评价、注射剂再评价、支持生物类似药发展等方面着手,着手提升仿制药的质量和可及性,我们认为,拥有海外制剂出口能力的企业如华海药业、普利制药等以及国内优质的仿制药企业华东医药、现代制药、科伦药业等将从中受益",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,天风证券,300630,普利制药,"   
    监管层通过从建立上市药品目录、定期发布药品专利信息、口服药物一致性评价、注射剂再评价、支持生物类似药发展等方面着手,着手提升仿制药的质量和可及性,我们认为,拥有海外制剂出口能力的企业如华海药业、普利制药等以及国内优质的仿制药企业华东医药、现代制药、科伦药业等将从中受益",webcache\20171010\webcache-20180303024727.html,sina,
2017-10-10,天风证券,600196,复星医药,"   
    《意见》主要从改革药械临床试验、加快上市审评审批、建立完善的专利保护制度以及支付端的大力支持四个方面着手,明确鼓励创新药械的发展,我们认为,在创新药领域大力投入的创新性医药企业如恒瑞医药、复星医药、天士力、贝达药业、康弘药业、丽珠集团将从中受益,从产业链的角度,CRO企业泰格医药、药明康德、百花村等优质CRO公司将受益于创新药械产业链的快速发展以及临床试验质量的不断提升",webcache\20171010\webcache-20180303024727.html,sina,
