2017-11-14,国海证券      ,600990,四创电子 ,"推荐四创电子事件点评:中电博微组建,资产注入可期"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982993/index.phtml,sina,
2017-11-14,安信证券      ,002573,清新环境 ,"整个环保板块建议关注第八次全国环保大会和环保部原则通过《排污许可证管理办法(试行)》,把握工业环保和大生态投资机遇,工业环保方面,推荐【聚光科技】【清新环境】【龙净环保】,大生态领域推荐环保建筑园林龙头,推荐【启迪桑德】【碧水源】【铁汉生态】【葛洲坝】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,300070,碧水源  ,"整个环保板块建议关注第八次全国环保大会和环保部原则通过《排污许可证管理办法(试行)》,把握工业环保和大生态投资机遇,工业环保方面,推荐【聚光科技】【清新环境】【龙净环保】,大生态领域推荐环保建筑园林龙头,推荐【启迪桑德】【碧水源】【铁汉生态】【葛洲坝】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,300197,铁汉生态 ,"整个环保板块建议关注第八次全国环保大会和环保部原则通过《排污许可证管理办法(试行)》,把握工业环保和大生态投资机遇,工业环保方面,推荐【聚光科技】【清新环境】【龙净环保】,大生态领域推荐环保建筑园林龙头,推荐【启迪桑德】【碧水源】【铁汉生态】【葛洲坝】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,300203,聚光科技 ,"整个环保板块建议关注第八次全国环保大会和环保部原则通过《排污许可证管理办法(试行)》,把握工业环保和大生态投资机遇,工业环保方面,推荐【聚光科技】【清新环境】【龙净环保】,大生态领域推荐环保建筑园林龙头,推荐【启迪桑德】【碧水源】【铁汉生态】【葛洲坝】"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,600011,华能国际 ,"建议持续关注火电业绩有望改善相关机遇,关注【华电国际】【粤电力A】【华能国际】【京能电力】【广州发展】等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,600027,华电国际 ,"建议持续关注火电业绩有望改善相关机遇,关注【华电国际】【粤电力A】【华能国际】【京能电力】【广州发展】等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,600098,广州发展 ,"建议持续关注火电业绩有望改善相关机遇,关注【华电国际】【粤电力A】【华能国际】【京能电力】【广州发展】等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,600578,京能电力 ,"建议持续关注火电业绩有望改善相关机遇,关注【华电国际】【粤电力A】【华能国际】【京能电力】【广州发展】等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,安信证券      ,000539,粤电力A ,"建议持续关注火电业绩有望改善相关机遇,关注【华电国际】【粤电力A】【华能国际】【京能电力】【广州发展】等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982230/index.phtml,sina,
2017-11-14,新时代证券     ,601233,桐昆股份 ,"投资机会:(1)油价有望维持强势,其中受益的涤纶丝板块继续重点看好【桐昆股份】,上周涤纶POY从8900元/吨上涨至9000元/吨,“涤纶丝-PTA-乙二醇”最新价差为1830元/吨,而今年以来平均价差只有1450元/吨"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982221/index.phtml,sina,
2017-11-14,新时代证券     ,601233,桐昆股份 ,"投资机会:(1)油价有望维持强势,其中受益的涤纶丝板块继续重点看好【桐昆股份】,上周涤纶POY从8900元/吨上涨至9000元/吨,“涤纶丝-PTA-乙二醇”最新价差为1830元/吨,而今年以来平均价差只有1450元/吨"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982221/index.phtml,sina,
2017-11-14,新时代证券     ,600426,华鲁恒升 ,"油价上涨受益的还有煤化工板块,继续看好【华鲁恒升、鲁西化工】,除尿素涨价预期外,两者的其他化工品价格较为强势,比如我们周报里提到华鲁的DMF、己二酸、醋酸;鲁西的己内酰胺、烧碱、甲酸等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982221/index.phtml,sina,
2017-11-14,新时代证券     ,000830,鲁西化工 ,"油价上涨受益的还有煤化工板块,继续看好【华鲁恒升、鲁西化工】,除尿素涨价预期外,两者的其他化工品价格较为强势,比如我们周报里提到华鲁的DMF、己二酸、醋酸;鲁西的己内酰胺、烧碱、甲酸等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982221/index.phtml,sina,
2017-11-14,新时代证券     ,600426,华鲁恒升 ,"油价上涨受益的还有煤化工板块,继续看好【华鲁恒升、鲁西化工】,除尿素涨价预期外,两者的其他化工品价格较为强势,比如我们周报里提到华鲁的DMF、己二酸、醋酸;鲁西的己内酰胺、烧碱、甲酸等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982221/index.phtml,sina,
2017-11-14,新时代证券     ,000830,鲁西化工 ,"油价上涨受益的还有煤化工板块,继续看好【华鲁恒升、鲁西化工】,除尿素涨价预期外,两者的其他化工品价格较为强势,比如我们周报里提到华鲁的DMF、己二酸、醋酸;鲁西的己内酰胺、烧碱、甲酸等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982221/index.phtml,sina,
2017-11-14,信达证券      ,600282,南钢股份 ,推荐钢铁行业:南钢股份                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982217/index.phtml,sina,
2017-11-14,新时代证券     ,601933,永辉超市 ,"受永辉超市领衔上涨影响,其所属子行业超市板块大幅回升,周涨幅高达8个点,其他子行业涨幅均弱于商贸"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982210/index.phtml,sina,
2017-11-14,新时代证券     ,601933,永辉超市 ,"
    本周永辉超市迈进千亿市值俱乐部,而股价的不断上涨得益于永辉极强的持续盈利能力"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982210/index.phtml,sina,
2017-11-14,开源证券      ,600372,中航电子 ,可关注航发动力、中航黑豹、国睿科技、中航电子、炼石有色等                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,600562,国睿科技 ,可关注航发动力、中航黑豹、国睿科技、中航电子、炼石有色等                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,600893,航发动力 ,可关注航发动力、中航黑豹、国睿科技、中航电子、炼石有色等                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,000697,炼石有色 ,可关注航发动力、中航黑豹、国睿科技、中航电子、炼石有色等                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,000768,中航飞机 ,"大客机全产业链企业均将受益,可关注中航飞机、中航机电、博云新材等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,002013,中航机电 ,"大客机全产业链企业均将受益,可关注中航飞机、中航机电、博云新材等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,002297,博云新材 ,"大客机全产业链企业均将受益,可关注中航飞机、中航机电、博云新材等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,000768,中航飞机 ,"大客机全产业链企业均将受益,可关注中航飞机、中航机电、博云新材等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,002013,中航机电 ,"大客机全产业链企业均将受益,可关注中航飞机、中航机电、博云新材等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,002297,博云新材 ,"大客机全产业链企业均将受益,可关注中航飞机、中航机电、博云新材等"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,600416,湘电股份 ,可关注中船重工、中国动力、湘电股份等                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,开源证券      ,600482,中国动力 ,可关注中船重工、中国动力、湘电股份等                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982209/index.phtml,sina,
2017-11-14,信达证券      ,600188,兖州煤业 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,600348,阳泉煤业 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,601088,中国神华 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,601225,陕西煤业 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,601666,平煤股份 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,000937,冀中能源 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,000983,西山煤电 ,"重点关注山西国改进程、降杠杆及保供应下新项目审批给相关上市公司带来的投资机会,动力煤方面关注兖州煤业、陕西煤业、阳泉煤业、中国神华,炼焦煤方面关注西山煤电、冀中能源、平煤股份"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,601088,中国神华 ,推荐煤炭行业:中国神华、西山煤电                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,信达证券      ,000983,西山煤电 ,推荐煤炭行业:中国神华、西山煤电                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982207/index.phtml,sina,
2017-11-14,中泰证券      ,601717,郑煤机  ,"推荐郑煤机:“煤机+汽车节能核心零部件”国际巨头,业绩弹性大"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982204/index.phtml,sina,
2017-11-14,山西证券      ,002750,龙津药业 ,"个股涨跌幅前十名中,中药上榜三名企业;龙津药业受“万达借壳”传闻影响上涨19.77%"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982196/index.phtml,sina,
2017-11-14,山西证券      ,300122,智飞生物 ,"
    投资建议
    疫苗重磅产品四价HPV疫苗获批签发即将上市,建议关注独家代理商智飞生物(300122)以及多个重磅疫苗上市可期的沃森生物(300142)、康泰生物(300601);CDE发布仿制药一致性评价相关重要征求意见通知,拟定在2018年需完成的289个仿制药品中豁免44个BE品种,简化13个BE品种,建议关注相关受益上市公司及仿制药一致性评价后续政策动态"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982196/index.phtml,sina,
2017-11-14,山西证券      ,300142,沃森生物 ,"
    投资建议
    疫苗重磅产品四价HPV疫苗获批签发即将上市,建议关注独家代理商智飞生物(300122)以及多个重磅疫苗上市可期的沃森生物(300142)、康泰生物(300601);CDE发布仿制药一致性评价相关重要征求意见通知,拟定在2018年需完成的289个仿制药品中豁免44个BE品种,简化13个BE品种,建议关注相关受益上市公司及仿制药一致性评价后续政策动态"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982196/index.phtml,sina,
2017-11-14,山西证券      ,300601,康泰生物 ,"
    投资建议
    疫苗重磅产品四价HPV疫苗获批签发即将上市,建议关注独家代理商智飞生物(300122)以及多个重磅疫苗上市可期的沃森生物(300142)、康泰生物(300601);CDE发布仿制药一致性评价相关重要征求意见通知,拟定在2018年需完成的289个仿制药品中豁免44个BE品种,简化13个BE品种,建议关注相关受益上市公司及仿制药一致性评价后续政策动态"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982196/index.phtml,sina,
2017-11-14,山西证券      ,300122,智飞生物 ,"
    投资建议
    疫苗重磅产品四价HPV疫苗获批签发即将上市,建议关注独家代理商智飞生物(300122)以及多个重磅疫苗上市可期的沃森生物(300142)、康泰生物(300601);CDE发布仿制药一致性评价相关重要征求意见通知,拟定在2018年需完成的289个仿制药品中豁免44个BE品种,简化13个BE品种,建议关注相关受益上市公司及仿制药一致性评价后续政策动态"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982196/index.phtml,sina,
2017-11-14,山西证券      ,300142,沃森生物 ,"
    投资建议
    疫苗重磅产品四价HPV疫苗获批签发即将上市,建议关注独家代理商智飞生物(300122)以及多个重磅疫苗上市可期的沃森生物(300142)、康泰生物(300601);CDE发布仿制药一致性评价相关重要征求意见通知,拟定在2018年需完成的289个仿制药品中豁免44个BE品种,简化13个BE品种,建议关注相关受益上市公司及仿制药一致性评价后续政策动态"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://vip.stock.finance.sina.com.cn/q/go.php/vReport_Show/kind/lastest/rptid/3982196/index.phtml,sina,
