2017-11-20,国海证券,000750,国海证券,推荐国海证券研究每周观点精粹,webcache\20171120\webcache-20180303013522.html,sina,
2017-11-20,东吴证券,300274,阳光电源,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,300568,星源材质,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,600406,国电南瑞,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,600452,涪陵电力,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,600525,长园集团,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,600884,杉杉股份,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,600885,宏发股份,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,601012,隆基股份,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,601222,林洋能源,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,601877,正泰电器,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,603799,华友钴业,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,603993,洛阳钼业,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,002074,国轩高科,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,002202,金风科技,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,002460,赣锋锂业,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,002466,天齐锂业,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,002709,天赐材料,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,002812,创新股份,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,300124,汇川技术,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
2017-11-20,东吴证券,300274,阳光电源,"   
    公司层面:长园集团:藏金壹号及其一致行动人已持有公司总股本的24.21%,成为公司第一大股东;汇川技术:公司发布2018-20年股东回报计划,以3,100万购买江苏微特利所持江苏汇程的全部股权,全资子公司投资设立江苏汇能机电;隆基股份:拟分别向保山隆基和银川隆基增资146,126万元和130,000万元,2017年11月20日发行可转债2800万张;洛阳钼业:全资子公司与NCCL合作设立自然资源投资基金;   
    建议关注标的:隆基股份(单晶需求超预期旺盛、超预期扩产、电站储备利润、三季报高增长)、林洋能源(最大的分布式光伏电站运营商,业绩高增长确定性强)、阳光电源(光伏行业超预期、户用分布式龙头、三季报超预期)、正泰电器(低压电器龙头随固定资产投资复苏、户用光伏龙头提供业绩弹性)、国电南瑞(中国制造2025电力装备龙头企业,低估值国企改革标的)、华友钴业(钴价重启涨势钴龙头、锂电新材料全方位布局,三季报超预期)、天齐锂业(碳酸锂价格稳中略升、优质锂矿资源和布局良好、三季报超预期)、汇川技术(通用变频/伺服今年持续超预期、电动车电控布局长远)、宏发股份(通用和汽车继电器超预期增长、Tesla和汽车电子新龙头)、金风科技(风电行业下半年恢复增长且明年增长较好、优质低估值龙头标的),另外建议关注:杉杉股份、赣锋锂业、长园集团、涪陵电力、天赐材料、创新股份、国轩高科、星源材质",webcache\20171120\webcache-20180303013536.html,sina,
